population_site_id,gene_id,min_population_n,populations_assessed_sensitivity,population_q10_sensitivity,population_breadth_sensitivity,max_alt_af_sensitivity,site_score_sensitivity,class_sensitivity
AGAP006935__SITE03,AGAP006935,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP006935__SITE04,AGAP006935,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP006935__SITE05,AGAP006935,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP007365__SITE01,AGAP007365,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP007365__SITE02,AGAP007365,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP007365__SITE03,AGAP007365,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP007365__SITE04,AGAP007365,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP007365__SITE05,AGAP007365,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP007122__SITE01,AGAP007122,10,11,0.98179012345679,1,0.0178571428571429,0.990490174787439,ROBUST
AGAP007122__SITE02,AGAP007122,10,11,0.976173913043478,1,0.016304347826087,0.989054834523037,ROBUST
AGAP007122__SITE03,AGAP007122,10,11,0.976173913043478,1,0.016304347826087,0.989054834523037,ROBUST
AGAP007122__SITE04,AGAP007122,10,11,0.98792270531401,1,0.0108695652173913,0.994347877589279,ROBUST
AGAP007122__SITE05,AGAP007122,10,11,0.993133020344288,1,0.00704225352112676,0.996832761077243,ROBUST
AGAP011938__SITE01,AGAP011938,10,11,0.824600520252694,0.545454545454545,0.202898550724638,0.846169928024243,INTERMEDIATE
AGAP011938__SITE02,AGAP011938,10,11,0.824600520252694,0.545454545454545,0.202898550724638,0.846223232928294,INTERMEDIATE
AGAP011938__SITE03,AGAP011938,10,11,0.610628019323671,0.818181818181818,0.666666666666667,0.789927632213485,CONCERN
AGAP011938__SITE04,AGAP011938,10,11,0.485833333333333,0,0.625,0.547764303482587,CONCERN
AGAP011938__SITE05,AGAP011938,10,11,0.992529461279461,1,0.00505050505050505,0.996321344665561,ROBUST
AGAP007333__SITE01,AGAP007333,10,11,0.821363636363636,0.272727272727273,0.181818181818182,0.783052190346966,INTERMEDIATE
AGAP007333__SITE02,AGAP007333,10,11,0.98702380952381,1,0.0133928571428571,0.993684257285003,ROBUST
AGAP007333__SITE03,AGAP007333,10,11,0.935518237630913,0.727272727272727,0.0704225352112676,0.929398364231242,INTERMEDIATE
AGAP007333__SITE04,AGAP007333,10,11,0.987055555555556,1,0.0125,0.993541607438996,ROBUST
AGAP007333__SITE05,AGAP007333,10,11,0.987055555555556,1,0.0125,0.993541607438996,ROBUST
AGAP007063__SITE01,AGAP007063,10,11,0.739555555555556,0.363636363636364,0.313333333333333,0.772973078331287,INTERMEDIATE
AGAP007063__SITE02,AGAP007063,10,11,0.951568075117371,0.909090909090909,0.0533333333333333,0.964444709869347,INTERMEDIATE
AGAP007063__SITE03,AGAP007063,10,11,0.921304347826087,0.818181818181818,0.0866666666666667,0.933699059754867,INTERMEDIATE
AGAP007063__SITE04,AGAP007063,10,11,0,0,1,0.180783582089552,CONCERN
AGAP007063__SITE05,AGAP007063,10,11,0,0,1,0.180783582089552,CONCERN
AGAP007896__SITE01,AGAP007896,10,11,0.0194444444444445,0,1,0.193667081260365,CONCERN
AGAP007896__SITE02,AGAP007896,10,11,0.0194444444444445,0,1,0.193240642027955,CONCERN
AGAP007896__SITE03,AGAP007896,10,11,0.0194444444444445,0,1,0.193667081260365,CONCERN
AGAP007896__SITE04,AGAP007896,10,11,0.805555555555556,0.0909090909090909,0.178571428571429,0.758282182162779,INTERMEDIATE
AGAP007896__SITE05,AGAP007896,10,11,0.852777777777778,0.727272727272727,0.166666666666667,0.892185851047791,INTERMEDIATE
AGAP005406__SITE01,AGAP005406,10,11,0.827746059630117,0.727272727272727,0.246376811594203,0.868202109576758,INTERMEDIATE
AGAP005406__SITE02,AGAP005406,10,11,0.837917637917638,0.636363636363636,0.224358974358974,0.867199550035371,INTERMEDIATE
AGAP005406__SITE03,AGAP005406,10,11,0.837917637917638,0.636363636363636,0.224358974358974,0.86533387839358,INTERMEDIATE
AGAP005406__SITE04,AGAP005406,10,11,0.295936833119931,0.0909090909090909,0.73943661971831,0.510745140221701,CONCERN
AGAP005406__SITE05,AGAP005406,10,11,0.479166666666666,0,0.666666666666667,0.576739072494669,CONCERN
AGAP005959__SITE01,AGAP005959,10,11,0.580357420357421,0.0909090909090909,0.564102564102564,0.653248298136358,CONCERN
AGAP005959__SITE02,AGAP005959,10,11,0.935265700483092,0.909090909090909,0.0833333333333333,0.954703871008219,INTERMEDIATE
AGAP005959__SITE03,AGAP005959,10,11,0.989570757880617,1,0.0133928571428571,0.994560866442436,ROBUST
AGAP005959__SITE04,AGAP005959,10,11,0,0,1,0.190031982942431,CONCERN
AGAP005959__SITE05,AGAP005959,10,11,0,0,1,0.104397654584222,CONCERN
AGAP011849__SITE01,AGAP011849,10,11,0.984253968253968,1,0.0133928571428571,0.992538705283108,ROBUST
AGAP011849__SITE02,AGAP011849,10,11,0,0,1,0.174067164179104,CONCERN
AGAP011849__SITE03,AGAP011849,10,11,0.81183574879227,0.0909090909090909,0.229166666666667,0.757617866577146,INTERMEDIATE
AGAP011849__SITE04,AGAP011849,10,11,0.813194444444444,0.0909090909090909,0.229166666666667,0.757717668421959,INTERMEDIATE
AGAP011849__SITE05,AGAP011849,10,11,0.985501165501166,1,0.0192307692307692,0.99333281146714,ROBUST
AGAP005874__SITE01,AGAP005874,10,11,0.713414141414141,0.454545454545455,0.306666666666667,0.783032865973164,INTERMEDIATE
AGAP005874__SITE02,AGAP005874,10,11,0.984469696969697,1,0.0125,0.993561454093171,ROBUST
AGAP005874__SITE03,AGAP005874,10,11,0.997101449275362,1,0.00543478260869565,0.998545316893792,ROBUST
AGAP005874__SITE04,AGAP005874,10,11,0.073574879227053,0.0909090909090909,0.966666666666667,0.316866615070703,CONCERN
AGAP005874__SITE05,AGAP005874,10,11,0.477350427350427,0,0.604166666666667,0.588398552111238,CONCERN
AGAP010380__SITE01,AGAP010380,10,11,1,1,0,1,ROBUST
AGAP010380__SITE02,AGAP010380,10,11,1,1,0,1,ROBUST
AGAP010380__SITE03,AGAP010380,10,11,0.84241452991453,0.909090909090909,0.256410256410256,0.91047869522683,INTERMEDIATE
AGAP010380__SITE04,AGAP010380,10,11,0.949025641025641,0.909090909090909,0.0897435897435897,0.961420740950592,INTERMEDIATE
AGAP010380__SITE05,AGAP010380,10,11,0,0,1,0.258901918976546,CONCERN
AGAP004467__SITE01,AGAP004467,10,11,0.942735042735043,0.818181818181818,0.0625,0.946883847909967,INTERMEDIATE
AGAP004467__SITE02,AGAP004467,10,11,0.777719221197482,0.363636363636364,0.231884057971015,0.783969156819579,INTERMEDIATE
AGAP004467__SITE03,AGAP004467,10,11,0.777719221197482,0.363636363636364,0.231884057971015,0.784129071531732,INTERMEDIATE
AGAP004467__SITE04,AGAP004467,10,11,0.830128205128205,0.909090909090909,0.282051282051282,0.904123395261455,INTERMEDIATE
AGAP004467__SITE05,AGAP004467,10,11,0.830128205128205,0.909090909090909,0.282051282051282,0.90505623108235,INTERMEDIATE
AGAP004685__SITE01,AGAP004685,10,11,1,1,0,0.967391304347826,UNRESOLVED_ACCESSIBILITY
AGAP004685__SITE02,AGAP004685,10,11,1,1,0,0.967391304347826,UNRESOLVED_ACCESSIBILITY
AGAP004685__SITE03,AGAP004685,10,11,1,1,0,0.980434782608696,UNRESOLVED_ACCESSIBILITY
AGAP004685__SITE04,AGAP004685,10,11,1,1,0,1,ROBUST
AGAP004685__SITE05,AGAP004685,10,11,0.977777777777778,1,0.0416666666666667,0.990091210613599,ROBUST
AGAP004502__SITE01,AGAP004502,10,11,0.972705314009662,1,0.0416666666666667,0.988076826014853,ROBUST
AGAP004502__SITE02,AGAP004502,10,11,1,1,0,1,ROBUST
AGAP004502__SITE03,AGAP004502,10,11,0.909600351339482,0.909090909090909,0.13768115942029,0.944158721262875,INTERMEDIATE
AGAP004502__SITE04,AGAP004502,10,11,0.997619047619047,1,0.00446428571428571,0.998771766169154,ROBUST
AGAP004502__SITE05,AGAP004502,10,11,0.965811965811966,0.909090909090909,0.0641025641025641,0.96954069976458,INTERMEDIATE
AGAP004699__SITE01,AGAP004699,10,11,0.993162393162393,1,0.0128205128205128,0.996635412680189,ROBUST
AGAP004699__SITE02,AGAP004699,10,11,0.993162393162393,1,0.0128205128205128,0.996635412680189,ROBUST
AGAP004699__SITE03,AGAP004699,10,11,1,1,0,1,ROBUST
AGAP004699__SITE04,AGAP004699,10,11,1,1,0,1,ROBUST
AGAP004699__SITE05,AGAP004699,10,11,1,1,0,1,ROBUST
AGAP002171__SITE01,AGAP002171,10,11,0.978761904761905,1,0.0223214285714286,0.989419953802416,ROBUST
AGAP002171__SITE02,AGAP002171,10,11,0.097222222222222,0,1,0.284380182421227,CONCERN
AGAP002171__SITE03,AGAP002171,10,11,0.159937402190923,0,0.854166666666667,0.304727598593218,CONCERN
AGAP002171__SITE04,AGAP002171,10,11,0.159937402190923,0,0.854166666666667,0.305127385373601,CONCERN
AGAP002171__SITE05,AGAP002171,10,11,0.159937402190923,0,0.854166666666667,0.298304357655051,CONCERN
AGAP009515__SITE01,AGAP009515,10,11,1,1,0,0.954347826086956,UNRESOLVED_ACCESSIBILITY
AGAP009515__SITE02,AGAP009515,10,11,0.970461538461538,1,0.0320512820512821,0.986798316111749,ROBUST
AGAP009515__SITE03,AGAP009515,10,11,0.670833333333333,0.636363636363636,0.5625,0.78607066130387,CONCERN
AGAP009515__SITE04,AGAP009515,10,11,1,1,0,1,ROBUST
AGAP009515__SITE05,AGAP009515,10,11,0.996408529741863,1,0.00505050505050505,0.997850813273699,ROBUST
AGAP029982__SITE01,AGAP029982,10,11,0.988619528619529,1,0.0125,0.994252430129296,ROBUST
AGAP029982__SITE02,AGAP029982,10,11,0.908696581196581,0.909090909090909,0.16025641025641,0.942288260040126,INTERMEDIATE
AGAP029982__SITE03,AGAP029982,10,11,0.914209401709402,0.909090909090909,0.121794871794872,0.945673599824719,INTERMEDIATE
AGAP029982__SITE04,AGAP029982,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP029982__SITE05,AGAP029982,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP009232__SITE01,AGAP009232,10,11,0.961111111111111,1,0.0416666666666667,0.98267294479981,ROBUST
AGAP009232__SITE02,AGAP009232,10,11,0.49556623931624,0,0.551282051282051,0.533262288602774,CONCERN
AGAP009232__SITE03,AGAP009232,10,11,0.49556623931624,0,0.551282051282051,0.532995764082518,CONCERN
AGAP009232__SITE04,AGAP009232,10,11,0.894347826086957,0.636363636363636,0.0791245791245791,0.890793223168304,INTERMEDIATE
AGAP009232__SITE05,AGAP009232,10,11,0.943661971830986,0.909090909090909,0.0625,0.958513137850167,INTERMEDIATE
AGAP005958__SITE01,AGAP005958,10,11,0.93704347826087,0.909090909090909,0.04,0.957562672240154,ROBUST
AGAP005958__SITE02,AGAP005958,10,11,0.970181818181818,1,0.0266666666666667,0.987080280416101,ROBUST
AGAP005958__SITE03,AGAP005958,10,11,0.982867494824016,1,0.0133928571428571,0.990912769228392,ROBUST
AGAP005958__SITE04,AGAP005958,10,11,0.878472222222222,0.454545454545455,0.145833333333333,0.858557691789968,INTERMEDIATE
AGAP005958__SITE05,AGAP005958,10,11,0.880555555555556,0.454545454545455,0.145833333333333,0.859558269259762,INTERMEDIATE
AGAP006241__SITE01,AGAP006241,10,11,0.92969696969697,0.909090909090909,0.06,0.956391290301738,INTERMEDIATE
AGAP006241__SITE02,AGAP006241,10,11,0.971887323943662,1,0.0352112676056338,0.987211898255203,ROBUST
AGAP006241__SITE03,AGAP006241,10,11,0.821859903381643,0.636363636363636,0.22463768115942,0.855001595401498,CONCERN
AGAP006241__SITE04,AGAP006241,10,11,0.979014492753623,1,0.0266666666666667,0.989901455455641,ROBUST
AGAP006241__SITE05,AGAP006241,10,11,0.961111111111111,1,0.0416666666666667,0.981820066334991,ROBUST
AGAP009782__SITE01,AGAP009782,10,11,0,0,1,0.150373134328358,CONCERN
AGAP009782__SITE02,AGAP009782,10,11,0,0,1,0.150319829424307,CONCERN
AGAP009782__SITE03,AGAP009782,10,11,0.988984146424441,1,0.0144927536231884,0.994490791094537,ROBUST
AGAP009782__SITE04,AGAP009782,10,11,0.872733184689707,0.909090909090909,0.224358974358974,0.92368886026008,INTERMEDIATE
AGAP009782__SITE05,AGAP009782,10,11,0.666666666666667,0,0.333333333333333,0.653296019900498,CONCERN
AGAP002475__SITE01,AGAP002475,10,11,0.980102564102564,1,0.0256410256410256,0.990595866819747,ROBUST
AGAP002475__SITE02,AGAP002475,10,11,0.0916666666666664,0,1,0.284110696517413,CONCERN
AGAP002475__SITE03,AGAP002475,10,11,0.0916666666666664,0,1,0.284110696517413,CONCERN
AGAP002475__SITE04,AGAP002475,10,11,0.785340022296544,0.454545454545455,0.205128205128205,0.808449632241002,INTERMEDIATE
AGAP002475__SITE05,AGAP002475,10,11,0.661111111111111,0.545454545454545,0.34375,0.76634569307144,CONCERN
AGAP001526__SITE01,AGAP001526,10,11,0.96731884057971,1,0.0235690235690236,0.983502658534294,ROBUST
AGAP001526__SITE02,AGAP001526,10,11,0.364371980676329,0.0909090909090909,0.644927536231884,0.468408246973302,CONCERN
AGAP001526__SITE03,AGAP001526,10,11,0.94963768115942,0.909090909090909,0.0579710144927536,0.957608151366263,INTERMEDIATE
AGAP001526__SITE04,AGAP001526,10,11,0.907392232180965,0.818181818181818,0.118181818181818,0.930427724647296,INTERMEDIATE
AGAP001526__SITE05,AGAP001526,10,11,0.907392232180965,0.818181818181818,0.118181818181818,0.927415997568404,INTERMEDIATE
AGAP008381__SITE01,AGAP008381,10,11,0.5175,0,0.5,0.556747068230277,CONCERN
AGAP008381__SITE02,AGAP008381,10,11,0.5175,0,0.5,0.55618736673774,CONCERN
AGAP008381__SITE03,AGAP008381,10,11,0.5175,0,0.5,0.556267324093817,CONCERN
AGAP008381__SITE04,AGAP008381,10,11,0.825416666666667,0.0909090909090909,0.151785714285714,0.759929229663372,INTERMEDIATE
AGAP008381__SITE05,AGAP008381,10,11,0.683610755441741,0.272727272727273,0.394366197183099,0.711314392460598,CONCERN
AGAP000399__SITE01,AGAP000399,10,11,0.953749347939489,0.909090909090909,0.0563380281690141,0.964658973810296,INTERMEDIATE
AGAP000399__SITE02,AGAP000399,10,11,0.993333333333333,1,0.0125,0.996878415300546,ROBUST
AGAP000399__SITE03,AGAP000399,10,11,0.952983354673496,0.909090909090909,0.0563380281690141,0.964262557461011,INTERMEDIATE
AGAP000399__SITE04,AGAP000399,10,11,0.983055555555556,1,0.0138888888888889,0.992735655737705,ROBUST
AGAP000399__SITE05,AGAP000399,10,11,0.989503732981994,1,0.0144927536231884,0.994492231653671,ROBUST
AGAP010197__SITE01,AGAP010197,10,11,0.992270531400967,1,0.0144927536231884,0.996245223159565,ROBUST
AGAP010197__SITE02,AGAP010197,10,11,0.998204264870932,1,0.00336700336700337,0.998841231552675,ROBUST
AGAP010197__SITE03,AGAP010197,10,11,0.859722222222223,0.272727272727273,0.145833333333333,0.811778701191015,INTERMEDIATE
AGAP010197__SITE04,AGAP010197,10,11,0.0554577464788732,0,0.950704225352113,0.218607446920328,CONCERN
AGAP010197__SITE05,AGAP010197,10,11,0.0554577464788732,0,0.950704225352113,0.218607446920328,CONCERN
AGAP007855__SITE01,AGAP007855,10,11,0.954583333333334,1,0.0375,0.977752976190476,ROBUST
AGAP007855__SITE02,AGAP007855,10,11,0.989690556357223,1,0.00892857142857143,0.995410378961374,ROBUST
AGAP007855__SITE03,AGAP007855,10,11,0.989690556357223,1,0.00892857142857143,0.995410378961374,ROBUST
AGAP007855__SITE04,AGAP007855,10,11,0.97625,1,0.0181818181818182,0.988699542062415,ROBUST
AGAP007855__SITE05,AGAP007855,10,11,0.974047619047619,1,0.0181818181818182,0.987775812495962,ROBUST
AGAP005130__SITE01,AGAP005130,10,11,0.949249438832772,0.909090909090909,0.0454545454545455,0.954711564980533,INTERMEDIATE
AGAP005130__SITE02,AGAP005130,10,11,0.988193236714976,1,0.0108695652173913,0.994788644767879,ROBUST
AGAP005130__SITE03,AGAP005130,10,11,0.992103254769921,1,0.00666666666666667,0.996746140629225,ROBUST
AGAP005130__SITE04,AGAP005130,10,11,0.995658810325477,1,0.00666666666666667,0.997874901586344,ROBUST
AGAP005130__SITE05,AGAP005130,10,11,0.891765480895916,0.818181818181818,0.127272727272727,0.921320901140824,INTERMEDIATE
AGAP004962__SITE01,AGAP004962,10,11,0.995151515151515,1,0.00909090909090909,0.997692220714609,ROBUST
AGAP004962__SITE02,AGAP004962,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP004962__SITE03,AGAP004962,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP004962__SITE04,AGAP004962,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP004962__SITE05,AGAP004962,10,11,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP003594__SITE01,AGAP003594,10,11,0.984983164983165,1,0.0185185185185185,0.991728694191381,ROBUST
AGAP003594__SITE02,AGAP003594,10,11,0.90846728151076,0.727272727272727,0.115942028985507,0.917337407167063,INTERMEDIATE
AGAP003594__SITE03,AGAP003594,10,11,0.969478114478115,1,0.031986531986532,0.983600512947528,ROBUST
AGAP003594__SITE04,AGAP003594,10,11,0.969478114478115,1,0.031986531986532,0.983760427659681,ROBUST
AGAP003594__SITE05,AGAP003594,10,11,0.713194444444444,0.454545454545455,0.270833333333333,0.79322438807047,INTERMEDIATE
AGAP004729__SITE01,AGAP004729,10,11,0.988888888888889,1,0.0208333333333333,0.99495232172471,ROBUST
AGAP004729__SITE02,AGAP004729,10,11,0.988103254769922,1,0.0208333333333333,0.994569346030789,ROBUST
AGAP004729__SITE03,AGAP004729,10,11,1,1,0,1,ROBUST
AGAP004729__SITE04,AGAP004729,10,11,1,1,0,1,ROBUST
AGAP004729__SITE05,AGAP004729,10,11,1,1,0,1,ROBUST
AGAP007570__SITE01,AGAP007570,10,11,0.813286713286713,0.181818181818182,0.230769230769231,0.764127290619828,INTERMEDIATE
AGAP007570__SITE02,AGAP007570,10,11,0.423499786598378,0.0909090909090909,0.415492957746479,0.568740266110457,CONCERN
AGAP007570__SITE03,AGAP007570,10,11,0.629827856025039,0.272727272727273,0.345070422535211,0.703251336755646,CONCERN
AGAP007570__SITE04,AGAP007570,10,11,0.66351799687011,0.454545454545455,0.345070422535211,0.76093487216075,CONCERN
AGAP007570__SITE05,AGAP007570,10,11,0.907505477308294,0.818181818181818,0.126760563380282,0.925546988701393,INTERMEDIATE
AGAP000627__SITE01,AGAP000627,10,11,0.997891963109354,1,0.00197628458498024,0.998865526253267,ROBUST
AGAP000627__SITE02,AGAP000627,10,11,0.997891963109354,1,0.00197628458498024,0.998865526253267,ROBUST
AGAP000627__SITE03,AGAP000627,10,11,0.99325310207854,1,0.00746268656716418,0.996366772670881,ROBUST
AGAP000627__SITE04,AGAP000627,10,11,0.993936567164179,1,0.00746268656716418,0.996742556975078,ROBUST
AGAP000627__SITE05,AGAP000627,10,11,0.989306207616067,1,0.00704225352112676,0.996007572453543,ROBUST
AGAP009936__SITE01,AGAP009936,10,11,0.648148148148148,0,0.375,0.643753454947485,CONCERN
AGAP009936__SITE02,AGAP009936,10,11,0.989570757880617,1,0.0133928571428571,0.995120567934973,ROBUST
AGAP009936__SITE03,AGAP009936,10,11,0.989570757880617,1,0.0133928571428571,0.995120567934973,ROBUST
AGAP009936__SITE04,AGAP009936,10,11,0.946303418803419,0.909090909090909,0.0897435897435897,0.960793490299088,INTERMEDIATE
AGAP009936__SITE05,AGAP009936,10,11,0.940470085470085,0.909090909090909,0.0897435897435897,0.959095284897524,INTERMEDIATE
AGAP007938__SITE01,AGAP007938,10,11,0.980381593714927,1,0.0125,0.991793159622762,ROBUST
AGAP007938__SITE02,AGAP007938,10,11,0.980381593714927,1,0.0125,0.991446677746429,ROBUST
AGAP007938__SITE03,AGAP007938,10,11,0.966111111111111,1,0.0416666666666667,0.984482646292348,ROBUST
AGAP007938__SITE04,AGAP007938,10,11,0.969292929292929,1,0.0416666666666667,0.985757844974263,ROBUST
AGAP007938__SITE05,AGAP007938,10,11,0.969292929292929,1,0.0416666666666667,0.985731192522237,ROBUST
AGAP004521__SITE01,AGAP004521,10,11,0.425113636363636,0.0909090909090909,0.581818181818182,0.506722293564644,CONCERN
AGAP004521__SITE02,AGAP004521,10,11,0.515972222222223,0.181818181818182,0.333333333333333,0.663044389793457,CONCERN
AGAP004521__SITE03,AGAP004521,10,11,0.962670180061485,1,0.0434782608695652,0.979816520634171,ROBUST
AGAP004521__SITE04,AGAP004521,10,11,0.962670180061485,1,0.0434782608695652,0.979976435346325,ROBUST
AGAP004521__SITE05,AGAP004521,10,11,0.964241448299419,1,0.0434782608695652,0.979196544516683,INTERMEDIATE
AGAP007729__SITE01,AGAP007729,10,11,0.94768115942029,0.909090909090909,0.0543478260869565,0.959347011413851,INTERMEDIATE
AGAP007729__SITE02,AGAP007729,10,11,0.994224294224295,1,0.00641025641025641,0.997062169450229,ROBUST
AGAP007729__SITE03,AGAP007729,10,11,1,1,0,1,ROBUST
AGAP007729__SITE04,AGAP007729,10,11,0.991865130174989,1,0.00909090909090909,0.996684057306298,ROBUST
AGAP007729__SITE05,AGAP007729,10,11,0.994361111111111,1,0.00666666666666667,0.997550476782753,ROBUST
AGAP012142__SITE01,AGAP012142,10,11,0.950615942028986,0.909090909090909,0.0597826086956522,0.963002047568482,INTERMEDIATE
AGAP012142__SITE02,AGAP012142,10,11,0.0435555555555555,0,1,0.203799336650083,CONCERN
AGAP012142__SITE03,AGAP012142,10,11,0.999102132435466,1,0.00168350168350168,0.999420615776337,ROBUST
AGAP012142__SITE04,AGAP012142,10,11,0.789055555555556,0.0909090909090909,0.253333333333333,0.736126620684456,INTERMEDIATE
AGAP012142__SITE05,AGAP012142,10,11,0.956313131313131,1,0.0416666666666667,0.975583257952661,ROBUST
AGAP006233__SITE01,AGAP006233,10,11,0.842222222222222,0.818181818181818,0.208333333333333,0.901521989619004,INTERMEDIATE
AGAP006233__SITE02,AGAP006233,10,11,0.842222222222222,0.818181818181818,0.208333333333333,0.901948428851414,INTERMEDIATE
AGAP006233__SITE03,AGAP006233,10,11,0.842222222222222,0.818181818181818,0.208333333333333,0.900002799853546,INTERMEDIATE
AGAP006233__SITE04,AGAP006233,10,11,0.494685990338164,0,0.541666666666667,0.561509095310199,CONCERN
AGAP006233__SITE05,AGAP006233,10,11,0.958464646464647,0.909090909090909,0.0545454545454545,0.967913312226745,INTERMEDIATE
AGAP004057__SITE01,AGAP004057,10,11,0,0,1,0.212686567164179,CONCERN
AGAP004057__SITE02,AGAP004057,10,11,0,0,1,0.212686567164179,CONCERN
AGAP004057__SITE03,AGAP004057,10,11,0.430253623188406,0.181818181818182,0.576086956521739,0.552787138910192,CONCERN
AGAP004057__SITE04,AGAP004057,10,11,0.430253623188406,0.181818181818182,0.570652173913044,0.553010787746755,CONCERN
AGAP004057__SITE05,AGAP004057,10,11,0.944151138716356,0.909090909090909,0.0625,0.961114107609889,INTERMEDIATE
AGAP012991__SITE01,AGAP012991,10,11,0.960277777777778,1,0.0416666666666667,0.982829007285975,ROBUST
AGAP012991__SITE02,AGAP012991,10,11,0.991670326452935,1,0.0138888888888889,0.995855390616617,ROBUST
AGAP012991__SITE03,AGAP012991,10,11,0.992592592592593,1,0.0138888888888889,0.996349423193685,ROBUST
AGAP012991__SITE04,AGAP012991,10,11,0.828370646766169,0.727272727272727,0.201492537313433,0.882304808854387,INTERMEDIATE
AGAP012991__SITE05,AGAP012991,10,11,0.712820512820513,0.909090909090909,0.461538461538462,0.850499227548408,INTERMEDIATE
AGAP004739__SITE01,AGAP004739,10,11,0.965811965811966,0.909090909090909,0.0641025641025641,0.969354132600401,INTERMEDIATE
AGAP004739__SITE02,AGAP004739,10,11,0.965811965811966,0.909090909090909,0.0641025641025641,0.968767778655838,INTERMEDIATE
AGAP004739__SITE03,AGAP004739,10,11,0.965811965811966,0.909090909090909,0.0641025641025641,0.968767778655838,INTERMEDIATE
AGAP004739__SITE04,AGAP004739,10,11,0.972649572649573,0.909090909090909,0.0512820512820513,0.972478847851982,INTERMEDIATE
AGAP004739__SITE05,AGAP004739,10,11,1,1,0,1,ROBUST
AGAP008578__SITE01,AGAP008578,10,11,0.913247863247863,0.818181818181818,0.0897435897435897,0.936414559735455,INTERMEDIATE
AGAP008578__SITE02,AGAP008578,10,11,0.913247863247863,0.818181818181818,0.0897435897435897,0.936840998967865,INTERMEDIATE
AGAP008578__SITE03,AGAP008578,10,11,0.91067861715749,0.818181818181818,0.109090909090909,0.932344978964697,INTERMEDIATE
AGAP008578__SITE04,AGAP008578,10,11,0.99037037037037,1,0.00909090909090909,0.995190964370069,ROBUST
AGAP008578__SITE05,AGAP008578,10,11,0.988245838668374,1,0.0140845070422535,0.994347038813614,ROBUST
AGAP010220__SITE01,AGAP010220,10,11,0.982905982905983,1,0.0320512820512821,0.991588531700472,ROBUST
AGAP010220__SITE02,AGAP010220,10,11,0.785044814340589,0.636363636363636,0.211267605633803,0.85435764519273,INTERMEDIATE
AGAP010220__SITE03,AGAP010220,10,11,0.785044814340589,0.636363636363636,0.211267605633803,0.85435764519273,INTERMEDIATE
AGAP010220__SITE04,AGAP010220,10,11,0.682936507936508,0.454545454545455,0.339285714285714,0.748270955826926,CONCERN
AGAP010220__SITE05,AGAP010220,10,11,0.682936507936508,0.454545454545455,0.339285714285714,0.748270955826926,CONCERN
AGAP005920__SITE01,AGAP005920,10,11,0.960444444444445,0.909090909090909,0.0625,0.949540127098369,UNRESOLVED_ACCESSIBILITY
AGAP005920__SITE02,AGAP005920,10,11,0.982760563380281,1,0.0133333333333333,0.993050837362483,ROBUST
AGAP005920__SITE03,AGAP005920,10,11,0.919777777777778,0.909090909090909,0.106666666666667,0.943381286209644,INTERMEDIATE
AGAP005920__SITE04,AGAP005920,10,11,0.926570048309179,0.909090909090909,0.125,0.953267342470782,INTERMEDIATE
AGAP005920__SITE05,AGAP005920,10,11,0.991501683501683,1,0.00666666666666667,0.995636259539245,ROBUST
AGAP001108__SITE01,AGAP001108,10,11,0.999102132435466,1,0.00168350168350168,0.999367310872286,ROBUST
AGAP001108__SITE02,AGAP001108,10,11,0.933122895622895,0.818181818181818,0.0625,0.93765778341338,INTERMEDIATE
AGAP001108__SITE03,AGAP001108,10,11,0.609777777777778,0,0.416666666666667,0.574317223406776,CONCERN
AGAP001108__SITE04,AGAP001108,10,11,0.609777777777778,0,0.416666666666667,0.602195688225539,CONCERN
AGAP001108__SITE05,AGAP001108,10,11,0.987833894500561,1,0.0125,0.993842801983349,ROBUST
AGAP010453__SITE01,AGAP010453,10,11,0.969252915629727,1,0.0326086956521739,0.983828478745199,ROBUST
AGAP010453__SITE02,AGAP010453,10,11,0.816090672612412,0.818181818181818,0.224358974358974,0.890028329158764,INTERMEDIATE
AGAP010453__SITE03,AGAP010453,10,11,0.888194444444444,0.909090909090909,0.166666666666667,0.93577543155435,INTERMEDIATE
AGAP010453__SITE04,AGAP010453,10,11,0.888194444444444,0.909090909090909,0.166666666666667,0.93577543155435,INTERMEDIATE
AGAP010453__SITE05,AGAP010453,10,11,0.988245838668374,1,0.0140845070422535,0.994906740306152,ROBUST
AGAP006098__SITE01,AGAP006098,10,11,0.957357487922705,1,0.0466666666666667,0.979955221305481,ROBUST
