population_site_id,population_exact_mean,population_exact_sd,population_exact_min,population_exact_max,populations_assessed,population_exact_range
AGAP004467__SITE01,0.984486309584136,0.0231437350289238,0.9375,1,10,0.0625
AGAP004467__SITE02,0.891100962222441,0.078520661630024,0.72463768115942,0.983695652173913,10,0.259057971014493
AGAP004467__SITE03,0.891100962222441,0.078520661630024,0.72463768115942,0.983695652173913,10,0.259057971014493
AGAP004467__SITE04,0.95928494188162,0.0856397141447354,0.717948717948718,1,10,0.282051282051282
AGAP004467__SITE05,0.962898258142823,0.0871059220297258,0.717948717948718,1,10,0.282051282051282
AGAP004685__SITE01,1,0,1,1,10,0
AGAP004685__SITE02,1,0,1,1,10,0
AGAP004685__SITE03,1,0,1,1,10,0
AGAP004685__SITE04,1,0,1,1,10,0
AGAP004685__SITE05,1,0,1,1,10,0
AGAP004502__SITE01,0.998040467957798,0.00383227959930339,0.989130434782609,1,10,0.010869565217391
AGAP004502__SITE02,1,0,1,1,10,0
AGAP004502__SITE03,0.97856847408562,0.0428858787166024,0.86231884057971,1,10,0.13768115942029
AGAP004502__SITE04,0.999553571428571,0.00141173109828956,0.995535714285714,1,10,0.00446428571428603
AGAP004502__SITE05,0.993589743589744,0.020271010642105,0.935897435897436,1,10,0.064102564102564
AGAP004699__SITE01,0.998717948717949,0.00405420212842106,0.987179487179487,1,10,0.012820512820513
AGAP004699__SITE02,0.998717948717949,0.00405420212842106,0.987179487179487,1,10,0.012820512820513
AGAP004699__SITE03,1,0,1,1,10,0
AGAP004699__SITE04,1,0,1,1,10,0
AGAP004699__SITE05,1,0,1,1,10,0
AGAP002171__SITE01,0.991867823947049,0.00949398638683798,0.977678571428571,1,10,0.022321428571429
AGAP002171__SITE02,0.285587458078426,0.121058406289389,0,0.434782608695652,10,0.434782608695652
AGAP002171__SITE03,0.2769544647223,0.098076751706215,0.145833333333333,0.485507246376812,10,0.339673913043479
AGAP002171__SITE04,0.2782044647223,0.0972400845611437,0.145833333333333,0.485507246376812,10,0.339673913043479
AGAP002171__SITE05,0.266473218512793,0.0876258224675885,0.145833333333333,0.456521739130435,10,0.310688405797102
AGAP009515__SITE01,1,0,1,1,10,0
AGAP009515__SITE02,0.992214703918929,0.0122753971713572,0.967948717948718,1,10,0.0320512820512821
AGAP009515__SITE03,0.919485271716671,0.171170329703945,0.4375,1,10,0.5625
AGAP009515__SITE04,1,0,1,1,10,0
AGAP009515__SITE05,0.999326599326599,0.00212947990583739,0.993265993265993,1,10,0.00673400673400704
AGAP029982__SITE01,0.997196420729029,0.00482144169054962,0.9875,1,10,0.0125
AGAP029982__SITE02,0.98135346695558,0.0499505009001739,0.83974358974359,1,10,0.16025641025641
AGAP029982__SITE03,0.980552647835257,0.0384892448098251,0.878205128205128,1,10,0.121794871794872
AGAP029982__SITE04,1,0,1,1,10,0
AGAP029982__SITE05,1,0,1,1,10,0
AGAP009232__SITE01,0.992343264625873,0.0139738346482737,0.964285714285714,1,10,0.035714285714286
AGAP009232__SITE02,0.630721768561098,0.0873416164921586,0.448717948717949,0.754545454545455,10,0.305827505827506
AGAP009232__SITE03,0.630721768561098,0.0873416164921586,0.448717948717949,0.754545454545455,10,0.305827505827506
AGAP009232__SITE04,0.953992599794345,0.0431001845655291,0.8875,1,10,0.1125
AGAP009232__SITE05,0.975141600149867,0.024263551990795,0.9375,1,10,0.0625
AGAP005958__SITE01,0.97829717803516,0.0253517627064714,0.92,1,10,0.08
AGAP005958__SITE02,0.990854954827781,0.0130651002689958,0.96,1,10,0.04
AGAP005958__SITE03,0.994240416588243,0.00769407767285274,0.982142857142857,1,10,0.017857142857143
AGAP005958__SITE04,0.947462051406555,0.0450783067083458,0.854166666666667,0.992957746478873,10,0.138791079812206
AGAP005958__SITE05,0.948633117659143,0.0455041442919946,0.854166666666667,1,10,0.145833333333333
AGAP006241__SITE01,0.979189488968653,0.0300188555486805,0.9,1,10,0.1
AGAP006241__SITE02,0.993152266070438,0.0116986332882227,0.964788732394366,1,10,0.035211267605634
AGAP006241__SITE03,0.943941702391641,0.0748846591238669,0.77536231884058,1,10,0.22463768115942
AGAP006241__SITE04,0.994557450802016,0.0087288857732675,0.973333333333333,1,10,0.026666666666667
AGAP006241__SITE05,0.987604679828348,0.0146416802610326,0.964285714285714,1,10,0.035714285714286
AGAP009782__SITE01,0.00133333333333333,0.00421637021355783,0,0.0133333333333333,10,0.0133333333333333
AGAP009782__SITE02,0.00133333333333333,0.00421637021355783,0,0.0133333333333333,10,0.0133333333333333
AGAP009782__SITE03,0.997134670856349,0.00482934514937146,0.985507246376812,1,10,0.014492753623188
AGAP009782__SITE04,0.974425250273076,0.0700614030610136,0.775641025641026,1,10,0.224358974358974
AGAP009782__SITE05,0.773182205141483,0.0695963598747009,0.666666666666667,0.9,10,0.233333333333333
AGAP002475__SITE01,0.994678907244125,0.00870238697921286,0.974358974358974,1,10,0.025641025641026
AGAP002475__SITE02,0.305811872139337,0.134821252298653,0,0.474358974358974,10,0.474358974358974
AGAP002475__SITE03,0.305811872139337,0.134821252298653,0,0.474358974358974,10,0.474358974358974
AGAP002475__SITE04,0.912469966772018,0.0878112153627716,0.782608695652174,1,10,0.217391304347826
AGAP002475__SITE05,0.91478973522735,0.107196830743995,0.65625,1,10,0.34375
AGAP001526__SITE01,0.984905143568187,0.0140720001328465,0.9625,1,10,0.0375
AGAP001526__SITE02,0.550570791448011,0.237791288979237,0.355072463768116,0.954545454545455,10,0.599472990777339
AGAP001526__SITE03,0.979036718112805,0.0229191806372289,0.942028985507246,1,10,0.057971014492754
AGAP001526__SITE04,0.976043569902801,0.0380064609864476,0.881818181818182,1,10,0.118181818181818
AGAP001526__SITE05,0.967896313174023,0.0353156033358552,0.881818181818182,1,10,0.118181818181818
AGAP008381__SITE01,0.665511425763799,0.12430028847793,0.5375,0.903846153846154,10,0.366346153846154
AGAP008381__SITE02,0.664172140049513,0.124696465882554,0.5375,0.903846153846154,10,0.366346153846154
AGAP008381__SITE03,0.664715618310383,0.124492125031271,0.5375,0.903846153846154,10,0.366346153846154
AGAP008381__SITE04,0.880511992614335,0.0463932296016096,0.825,0.958333333333333,10,0.133333333333333
AGAP008381__SITE05,0.86195810351337,0.115017491035167,0.605633802816901,1,10,0.394366197183099
AGAP000399__SITE01,0.985257923744095,0.0202639484117103,0.943661971830986,1,9,0.056338028169014
AGAP000399__SITE02,0.998611111111111,0.00416666666666665,0.9875,1,9,0.0125
AGAP000399__SITE03,0.98644051396654,0.0198116478178347,0.943661971830986,1,9,0.056338028169014
AGAP000399__SITE04,0.994865058452015,0.00748591465908794,0.979166666666667,1,9,0.020833333333333
AGAP000399__SITE05,0.997234900767509,0.00495364887581628,0.985507246376812,1,9,0.014492753623188
AGAP010197__SITE01,0.998550724637681,0.00458301110169318,0.985507246376812,1,10,0.014492753623188
AGAP010197__SITE02,0.9996632996633,0.00106473995291854,0.996632996632997,1,10,0.00336700336700302
AGAP010197__SITE03,0.927898890709209,0.0477056867518243,0.854166666666667,1,10,0.145833333333333
AGAP010197__SITE04,0.154320209578247,0.14978370678962,0.0492957746478873,0.564102564102564,10,0.514806789454677
AGAP010197__SITE05,0.154320209578247,0.14978370678962,0.0492957746478873,0.564102564102564,10,0.514806789454677
AGAP007855__SITE01,0.983634114074331,0.0187800813944826,0.95,1,10,0.05
AGAP007855__SITE02,0.998045935545935,0.00561276372834853,0.982142857142857,1,10,0.017857142857143
AGAP007855__SITE03,0.998045935545935,0.00561276372834853,0.982142857142857,1,10,0.017857142857143
AGAP007855__SITE04,0.988901503259051,0.010183625216466,0.975,1,10,0.025
AGAP007855__SITE05,0.988286724519272,0.0106797486605758,0.973214285714286,1,10,0.026785714285714
AGAP005130__SITE01,0.976173414406804,0.0226810627708545,0.947811447811448,1,10,0.052188552188552
AGAP005130__SITE02,0.997366198214024,0.00529406161734069,0.983695652173913,1,10,0.016304347826087
AGAP005130__SITE03,0.998498316498317,0.00419074936687724,0.986666666666667,1,10,0.013333333333333
AGAP005130__SITE04,0.999164983164983,0.00211623594607625,0.993333333333333,1,10,0.00666666666666704
AGAP005130__SITE05,0.964633024872997,0.0433823585789933,0.863636363636364,1,10,0.136363636363636
AGAP004962__SITE01,0.999090909090909,0.00287479787288033,0.990909090909091,1,10,0.00909090909090904
AGAP004962__SITE02,1,0,1,1,10,0
AGAP004962__SITE03,1,0,1,1,10,0
AGAP004962__SITE04,1,0,1,1,10,0
AGAP004962__SITE05,1,0,1,1,10,0
AGAP003594__SITE01,0.996527228809837,0.00666418047769445,0.97979797979798,1,10,0.02020202020202
AGAP003594__SITE02,0.972154990917545,0.0391455500449179,0.884057971014493,1,10,0.115942028985507
AGAP003594__SITE03,0.991538404228622,0.0127209473025823,0.964646464646465,1,10,0.035353535353535
AGAP003594__SITE04,0.991538404228622,0.0127209473025823,0.964646464646465,1,10,0.035353535353535
AGAP003594__SITE05,0.899902600164005,0.10902050373852,0.645833333333333,1,10,0.354166666666667
AGAP004729__SITE01,0.997916666666667,0.00658807845868403,0.979166666666667,1,10,0.020833333333333
AGAP004729__SITE02,0.997748316498317,0.00655032797973237,0.979166666666667,1,10,0.020833333333333
AGAP004729__SITE03,1,0,1,1,10,0
AGAP004729__SITE04,1,0,1,1,10,0
AGAP004729__SITE05,1,0,1,1,10,0
AGAP007570__SITE01,0.886501736481069,0.0573262145738216,0.769230769230769,1,10,0.230769230769231
AGAP007570__SITE02,0.69443635462596,0.184395523998693,0.418181818181818,1,10,0.581818181818182
AGAP007570__SITE03,0.848543986716828,0.155211310695579,0.626760563380282,1,10,0.373239436619718
AGAP007570__SITE04,0.879670260315086,0.141418015850348,0.654929577464789,1,10,0.345070422535211
AGAP007570__SITE05,0.969342911811375,0.0392765534829596,0.873239436619718,1,10,0.126760563380282
AGAP000627__SITE01,0.999560825647782,0.00131752305665367,0.996047430830039,1,9,0.00395256916996101
AGAP000627__SITE02,0.999560825647782,0.00131752305665367,0.996047430830039,1,9,0.00395256916996101
AGAP000627__SITE03,0.99801601932929,0.00306894181417276,0.992537313432836,1,9,0.00746268656716398
AGAP000627__SITE04,0.998235606505399,0.00281128487412149,0.992537313432836,1,9,0.00746268656716398
AGAP000627__SITE05,0.997674317509998,0.00492208515043448,0.986111111111111,1,9,0.013888888888889
AGAP009936__SITE01,0.774001744062904,0.0860202946314697,0.583333333333333,0.908450704225352,10,0.325117370892019
AGAP009936__SITE02,0.997788138765251,0.00450768274794783,0.986607142857143,1,10,0.013392857142857
AGAP009936__SITE03,0.997788138765251,0.00450768274794783,0.986607142857143,1,10,0.013392857142857
AGAP009936__SITE04,0.989438940688941,0.0280993057921802,0.91025641025641,1,10,0.08974358974359
AGAP009936__SITE05,0.988188940688941,0.0284707206154081,0.91025641025641,1,10,0.08974358974359
AGAP007938__SITE01,0.995244107744108,0.00858193777248471,0.975,1,10,0.025
AGAP007938__SITE02,0.994577441077441,0.00842901738461957,0.975,1,10,0.025
AGAP007938__SITE03,0.993380756320974,0.00784610946573683,0.975,1,10,0.025
AGAP007938__SITE04,0.994641699081916,0.00670544177461408,0.981818181818182,1,10,0.018181818181818
AGAP007938__SITE05,0.994473348913566,0.00676469027602883,0.981818181818182,1,10,0.018181818181818
AGAP004521__SITE01,0.607455738838853,0.169563543560303,0.418181818181818,0.987179487179487,10,0.568997668997669
AGAP004521__SITE02,0.778457045242639,0.162326733825215,0.416666666666667,0.987179487179487,10,0.57051282051282
AGAP004521__SITE03,0.986292632632728,0.0148768498866891,0.956521739130435,1,10,0.043478260869565
AGAP004521__SITE04,0.986292632632728,0.0148768498866891,0.956521739130435,1,10,0.043478260869565
AGAP004521__SITE05,0.986629332969428,0.0144926559850196,0.956521739130435,1,10,0.043478260869565
AGAP007729__SITE01,0.983072432398519,0.0225685849204087,0.945652173913043,1,10,0.054347826086957
AGAP007729__SITE02,0.998853923853924,0.00243730459466004,0.993589743589744,1,10,0.00641025641025605
AGAP007729__SITE03,1,0,1,1,10,0
AGAP007729__SITE04,0.998386683738796,0.00343527565072794,0.990909090909091,1,10,0.00909090909090904
AGAP007729__SITE05,0.998886904761905,0.00240334214729136,0.993333333333333,1,10,0.00666666666666704
AGAP012142__SITE01,0.986713076548885,0.0202026327299491,0.940217391304348,1,10,0.059782608695652
AGAP012142__SITE02,0.12488851425785,0.0661550265176582,0,0.25,10,0.25
AGAP012142__SITE03,0.99983164983165,0.000532369976459408,0.998316498316498,1,10,0.00168350168350195
AGAP012142__SITE04,0.866309668886828,0.0643844389479198,0.746666666666667,1,10,0.253333333333333
AGAP012142__SITE05,0.982087229569777,0.0164145237342597,0.954545454545455,1,10,0.045454545454545
AGAP006233__SITE01,0.973489562944937,0.0312419344561441,0.9,1,10,0.1
AGAP006233__SITE02,0.973489562944937,0.0312419344561441,0.9,1,10,0.1
AGAP006233__SITE03,0.974033041205806,0.0310657908483843,0.9,1,10,0.1
AGAP006233__SITE04,0.721142521831438,0.126011317432058,0.536231884057971,0.935897435897436,10,0.399665551839465
AGAP006233__SITE05,0.989258446263881,0.0183334169544192,0.945454545454546,1,10,0.054545454545454
AGAP004057__SITE01,0.230626055413027,0.289860740101465,0,0.626760563380282,10,0.626760563380282
AGAP004057__SITE02,0.230626055413027,0.289860740101465,0,0.626760563380282,10,0.626760563380282
AGAP004057__SITE03,0.699264740249431,0.201293770471627,0.423913043478261,1,10,0.576086956521739
AGAP004057__SITE04,0.699123405710209,0.200583736024151,0.423913043478261,1,10,0.576086956521739
AGAP004057__SITE05,0.98592853600891,0.0237211670363394,0.928571428571429,1,10,0.071428571428571
AGAP012991__SITE01,0.990174174222682,0.0129079595543775,0.9625,1,9,0.0375
AGAP012991__SITE02,0.998237202947348,0.00459401586698911,0.986111111111111,1,9,0.013888888888889
AGAP012991__SITE03,0.998456790123457,0.00462962962962965,0.986111111111111,1,9,0.013888888888889
AGAP012991__SITE04,0.954461943234191,0.0734596838286082,0.798507462686567,1,9,0.201492537313433
AGAP012991__SITE05,0.94017094017094,0.179487179487179,0.461538461538462,1,9,0.538461538461538
AGAP004739__SITE01,0.993589743589744,0.020271010642105,0.935897435897436,1,10,0.064102564102564
AGAP004739__SITE02,0.993589743589744,0.020271010642105,0.935897435897436,1,10,0.064102564102564
AGAP004739__SITE03,0.993589743589744,0.020271010642105,0.935897435897436,1,10,0.064102564102564
AGAP004739__SITE04,0.994871794871795,0.0162168085136839,0.948717948717949,1,10,0.051282051282051
AGAP004739__SITE05,1,0,1,1,10,0
AGAP008578__SITE01,0.985257904132904,0.0273964947777542,0.91025641025641,1,10,0.08974358974359
AGAP008578__SITE02,0.986591237466237,0.0274365946989907,0.91025641025641,1,10,0.08974358974359
AGAP008578__SITE03,0.975764878614389,0.0382363237969012,0.881818181818182,1,10,0.118181818181818
AGAP008578__SITE04,0.997537329819938,0.00413070415043815,0.98989898989899,1,10,0.0101010101010101
AGAP008578__SITE05,0.995857534719369,0.00478612708211595,0.985915492957746,1,10,0.0140845070422539
AGAP010220__SITE01,0.996794871794872,0.0101355053210525,0.967948717948718,1,10,0.0320512820512821
AGAP010220__SITE02,0.93648815672545,0.0906539338855299,0.781818181818182,1,10,0.218181818181818
AGAP010220__SITE03,0.93648815672545,0.0906539338855299,0.781818181818182,1,10,0.218181818181818
AGAP010220__SITE04,0.880755772005772,0.142539350840531,0.660714285714286,1,10,0.339285714285714
AGAP010220__SITE05,0.880755772005772,0.142539350840531,0.660714285714286,1,10,0.339285714285714
AGAP005920__SITE01,0.992248316498316,0.0196807181005883,0.9375,1,10,0.0625
AGAP005920__SITE02,0.996254848959074,0.00722225331953065,0.98,1,10,0.02
AGAP005920__SITE03,0.970444118598283,0.0331856205748564,0.893333333333333,1,10,0.106666666666667
AGAP005920__SITE04,0.995164372636051,0.00504466617924266,0.985507246376812,1,10,0.014492753623188
AGAP005920__SITE05,0.998323232323232,0.00362643613064193,0.98989898989899,1,10,0.0101010101010101
AGAP001108__SITE01,0.99983164983165,0.000532369976459408,0.998316498316498,1,10,0.00168350168350195
AGAP001108__SITE02,0.978662988581467,0.0292918411233019,0.929292929292929,1,10,0.0707070707070711
AGAP001108__SITE03,0.697161809570643,0.0938243810601949,0.583333333333333,0.9375,10,0.354166666666667
AGAP001108__SITE04,0.697161809570643,0.0938243810601949,0.583333333333333,0.9375,10,0.354166666666667
AGAP001108__SITE05,0.99658164198925,0.00503034913793067,0.9875,1,10,0.0125
AGAP010453__SITE01,0.990888790730034,0.0119188471230323,0.967391304347826,1,10,0.0326086956521739
AGAP010453__SITE02,0.962507807208894,0.0784057751038852,0.775641025641026,1,10,0.224358974358974
AGAP010453__SITE03,0.973645701061883,0.0514639969207589,0.833333333333333,1,10,0.166666666666667
AGAP010453__SITE04,0.973645701061883,0.0514639969207589,0.833333333333333,1,10,0.166666666666667
AGAP010453__SITE05,0.997682458386684,0.00502557874420611,0.985915492957746,1,10,0.0140845070422539
AGAP006098__SITE01,0.984568747649121,0.0173889976558209,0.953333333333333,1,10,0.046666666666667
AGAP006098__SITE02,0.985523937789094,0.0153319683473082,0.953333333333333,1,10,0.046666666666667
AGAP006098__SITE03,0.959409157735168,0.0419490248822927,0.866197183098592,1,10,0.133802816901408
AGAP006098__SITE04,0.961103684248663,0.0301977826902688,0.922535211267606,1,10,0.077464788732394
AGAP006098__SITE05,0.961608734753714,0.0300237898429631,0.922535211267606,1,10,0.077464788732394
AGAP006766__SITE01,0.994332780315328,0.00799769441993014,0.978260869565217,1,10,0.021739130434783
AGAP006766__SITE02,0.77016850392922,0.202982277755631,0.333333333333333,1,10,0.666666666666667
AGAP006766__SITE03,0.986857984607985,0.0115146154725733,0.972727272727273,1,10,0.027272727272727
AGAP006766__SITE04,0.981530604632717,0.0148813873331199,0.948717948717949,1,10,0.051282051282051
AGAP006766__SITE05,0.911849969653399,0.0510022122349742,0.833333333333333,0.987179487179487,10,0.153846153846154
AGAP007965__SITE01,0.578870578566384,0.202764606218889,0.17948717948718,0.840579710144928,10,0.661092530657748
AGAP007965__SITE02,0.974790552788256,0.0182747976969931,0.9375,1,10,0.0625
AGAP007965__SITE03,0.637940934196216,0.160757727099293,0.297101449275362,0.884615384615385,10,0.587513935340023
AGAP007965__SITE04,0.978864674579463,0.0179647837154146,0.946666666666667,1,10,0.053333333333333
AGAP007965__SITE05,0.364628988136107,0.111339929672742,0.166666666666667,0.5,10,0.333333333333333
AGAP007031__SITE01,0.951050783527896,0.14053856236335,0.551282051282051,1,10,0.448717948717949
AGAP007031__SITE02,0.950060876695598,0.140186467714113,0.551282051282051,1,10,0.448717948717949
AGAP007031__SITE03,0.968607881220863,0.0779423523292851,0.75,1,10,0.25
AGAP007031__SITE04,0.969281281894264,0.0782077010464553,0.75,1,10,0.25
AGAP007031__SITE05,0.99309373091867,0.00935198994307964,0.972727272727273,1,10,0.027272727272727
AGAP011377__SITE01,0.0830783448962414,0.0882240058947826,0,0.224358974358974,10,0.224358974358974
AGAP011377__SITE02,0.166730753681917,0.0806651036024315,0,0.289855072463768,10,0.289855072463768
AGAP011377__SITE03,0.406522111416401,0.15473566523095,0.173076923076923,0.708333333333333,10,0.53525641025641
AGAP011377__SITE04,0.892308378762604,0.0775590305437562,0.7625,0.985915492957746,10,0.223415492957746
AGAP011377__SITE05,0.970563150790263,0.0391153590642957,0.870535714285714,1,10,0.129464285714286
AGAP004050__SITE01,1,0,1,1,10,0
AGAP004050__SITE02,1,0,1,1,10,0
AGAP004050__SITE03,0.932739810109375,0.0715155066893206,0.8125,1,10,0.1875
AGAP004050__SITE04,0.932739810109375,0.0715155066893206,0.8125,1,10,0.1875
AGAP004050__SITE05,0.627375817354155,0.0997357168204489,0.478260869565217,0.790909090909091,10,0.312648221343874
AGAP028779__SITE01,0.945628394322898,0.0890997079813202,0.708333333333333,1,10,0.291666666666667
AGAP028779__SITE02,0.945628394322898,0.0890997079813202,0.708333333333333,1,10,0.291666666666667
AGAP028779__SITE03,0.945628394322898,0.0890997079813202,0.708333333333333,1,10,0.291666666666667
AGAP028779__SITE04,0.99983164983165,0.000532369976459408,0.998316498316498,1,10,0.00168350168350195
AGAP028779__SITE05,0.99983164983165,0.000532369976459408,0.998316498316498,1,10,0.00168350168350195
