gene_id,portfolio_size,portfolio_site_ids,global_at_least_one_intact_fraction,global_all_targets_intact_fraction,portfolio_span_bp,q10,breadth,n_pop,portfolio_score_sensitivity,rank_sensitivity,min_population_n
AGAP011204,3,AGAP011204__SITE01;AGAP011204__SITE03;AGAP011204__SITE05,0.971748400852879,0.655117270788913,88,0.900483091787439,0.727272727272727,11,0.925921240775232,9,10
AGAP011204,3,AGAP011204__SITE01;AGAP011204__SITE02;AGAP011204__SITE03,0.932835820895522,0.699360341151386,41,0.83762077294686,0.363636363636364,11,0.847351360785007,10,10
AGAP011377,2,AGAP011377__SITE04;AGAP011377__SITE05,0.999466950959488,0.8363539445629,53,0.997619047619047,1,11,0.998965884861407,1,10
AGAP011377,2,AGAP011377__SITE03;AGAP011377__SITE05,0.965884861407249,0.399786780383795,78,0.914761904761905,0.909090909090909,11,0.944868579182012,2,10
AGAP011377,2,AGAP011377__SITE02;AGAP011377__SITE05,0.965351812366738,0.180703624733475,135,0.914761904761905,0.909090909090909,11,0.944548749757705,3,10
AGAP011377,2,AGAP011377__SITE01;AGAP011377__SITE05,0.962153518123667,0.0698294243070362,404,0.907619047619047,0.909090909090909,11,0.940486916069005,4,10
AGAP011377,2,AGAP011377__SITE03;AGAP011377__SITE04,0.953091684434968,0.32409381663113,48,0.898333333333333,0.545454545454545,11,0.895900465206435,5,10
AGAP011377,2,AGAP011377__SITE02;AGAP011377__SITE04,0.884328358208955,0.173240938166311,105,0.795555555555556,0.363636363636364,11,0.805627317955676,6,10
AGAP011377,2,AGAP011377__SITE01;AGAP011377__SITE04,0.873667377398721,0.0698294243070362,374,0.776111111111111,0.272727272727273,11,0.784306487045293,7,10
AGAP011377,2,AGAP011377__SITE01;AGAP011377__SITE03,0.43816631130064,0.035181236673774,349,0.291741904417961,0,11,0.350422358105772,8,10
AGAP011377,2,AGAP011377__SITE02;AGAP011377__SITE03,0.412046908315565,0.175373134328358,80,0.194185626579993,0,11,0.305483832963337,9,10
AGAP011377,2,AGAP011377__SITE01;AGAP011377__SITE02,0.221215351812367,0.0325159914712154,292,0.0583333333333333,0,11,0.15022921108742,10,10
AGAP011377,3,AGAP011377__SITE03;AGAP011377__SITE04;AGAP011377__SITE05,0.999466950959488,0.320362473347548,78,0.997619047619047,1,11,0.998965884861407,1,10
AGAP011377,3,AGAP011377__SITE02;AGAP011377__SITE04;AGAP011377__SITE05,0.999466950959488,0.170042643923241,135,0.997619047619047,1,11,0.998965884861407,2,10
AGAP011377,3,AGAP011377__SITE01;AGAP011377__SITE04;AGAP011377__SITE05,0.999466950959488,0.0698294243070362,404,0.997619047619047,1,11,0.998965884861407,3,10
AGAP011377,3,AGAP011377__SITE02;AGAP011377__SITE03;AGAP011377__SITE05,0.965884861407249,0.172174840085288,135,0.914761904761905,0.909090909090909,11,0.944868579182012,4,10
AGAP011377,3,AGAP011377__SITE01;AGAP011377__SITE03;AGAP011377__SITE05,0.965884861407249,0.035181236673774,404,0.914761904761905,0.909090909090909,11,0.944868579182012,5,10
AGAP011377,3,AGAP011377__SITE01;AGAP011377__SITE02;AGAP011377__SITE05,0.965351812366738,0.0325159914712154,404,0.914761904761905,0.909090909090909,11,0.944548749757705,6,10
AGAP011377,3,AGAP011377__SITE02;AGAP011377__SITE03;AGAP011377__SITE04,0.954690831556503,0.166311300639659,105,0.901122334455668,0.636363636363636,11,0.906787562906966,7,10
AGAP011377,3,AGAP011377__SITE01;AGAP011377__SITE03;AGAP011377__SITE04,0.953091684434968,0.035181236673774,374,0.898333333333333,0.545454545454545,11,0.895900465206435,8,10
AGAP011377,3,AGAP011377__SITE01;AGAP011377__SITE02;AGAP011377__SITE04,0.884328358208955,0.0325159914712154,374,0.795555555555556,0.363636363636364,11,0.805627317955676,9,10
AGAP011377,3,AGAP011377__SITE01;AGAP011377__SITE02;AGAP011377__SITE03,0.446162046908316,0.0319829424307036,349,0.291741904417961,0,11,0.355219799470378,10,10
AGAP011849,2,AGAP011849__SITE04;AGAP011849__SITE05,1,0.893390191897655,250,1,1,11,1,1,10
AGAP011849,2,AGAP011849__SITE03;AGAP011849__SITE05,1,0.893923240938166,253,1,1,11,1,2,10
AGAP011849,2,AGAP011849__SITE01;AGAP011849__SITE05,1,0.991471215351812,328,1,1,11,1,3,10
AGAP011849,2,AGAP011849__SITE01;AGAP011849__SITE03,0.999466950959488,0.892324093816631,98,0.997619047619047,1,11,0.998965884861407,4,10
AGAP011849,2,AGAP011849__SITE01;AGAP011849__SITE04,0.999466950959488,0.891791044776119,101,0.997619047619047,1,11,0.998965884861407,5,10
AGAP011849,2,AGAP011849__SITE02;AGAP011849__SITE05,0.99680170575693,0.0687633262260128,318,0.985501165501166,1,11,0.993731373104508,6,10
AGAP011849,2,AGAP011849__SITE01;AGAP011849__SITE02,0.994669509594883,0.0687633262260128,33,0.984253968253968,1,11,0.99207789623312,7,10
AGAP011849,2,AGAP011849__SITE02;AGAP011849__SITE03,0.898720682302772,0.0671641791044776,88,0.813194444444444,0.0909090909090909,11,0.792281651805905,8,10
AGAP011849,2,AGAP011849__SITE02;AGAP011849__SITE04,0.89818763326226,0.0671641791044776,91,0.813194444444444,0.0909090909090909,11,0.791961822381598,9,10
AGAP011849,2,AGAP011849__SITE03;AGAP011849__SITE04,0.897654584221748,0.896055437100213,26,0.813194444444444,0.0909090909090909,11,0.791641992957291,10,10
AGAP011849,3,AGAP011849__SITE03;AGAP011849__SITE04;AGAP011849__SITE05,1,0.892857142857143,253,1,1,11,1,1,10
AGAP011849,3,AGAP011849__SITE02;AGAP011849__SITE03;AGAP011849__SITE05,1,0.0671641791044776,318,1,1,11,1,2,10
AGAP011849,3,AGAP011849__SITE02;AGAP011849__SITE04;AGAP011849__SITE05,1,0.0671641791044776,318,1,1,11,1,3,10
AGAP011849,3,AGAP011849__SITE01;AGAP011849__SITE02;AGAP011849__SITE05,1,0.0687633262260128,328,1,1,11,1,4,10
AGAP011849,3,AGAP011849__SITE01;AGAP011849__SITE03;AGAP011849__SITE05,1,0.889125799573561,328,1,1,11,1,5,10
AGAP011849,3,AGAP011849__SITE01;AGAP011849__SITE04;AGAP011849__SITE05,1,0.888592750533049,328,1,1,11,1,6,10
AGAP011849,3,AGAP011849__SITE01;AGAP011849__SITE02;AGAP011849__SITE03,0.999466950959488,0.0671641791044776,98,0.997619047619047,1,11,0.998965884861407,7,10
AGAP011849,3,AGAP011849__SITE01;AGAP011849__SITE02;AGAP011849__SITE04,0.999466950959488,0.0671641791044776,101,0.997619047619047,1,11,0.998965884861407,8,10
AGAP011849,3,AGAP011849__SITE01;AGAP011849__SITE03;AGAP011849__SITE04,0.999466950959488,0.891257995735608,101,0.997619047619047,1,11,0.998965884861407,9,10
AGAP011849,3,AGAP011849__SITE02;AGAP011849__SITE03;AGAP011849__SITE04,0.899253731343284,0.0671641791044776,91,0.813194444444444,0.0909090909090909,11,0.792601481230213,10,10
AGAP011938,2,AGAP011938__SITE02;AGAP011938__SITE03,1,0.893390191897655,320,1,1,11,1,1,10
AGAP011938,2,AGAP011938__SITE01;AGAP011938__SITE03,1,0.893390191897655,321,1,1,11,1,2,10
AGAP011938,2,AGAP011938__SITE03;AGAP011938__SITE05,1,0.950959488272921,567,1,1,11,1,3,10
AGAP011938,2,AGAP011938__SITE02;AGAP011938__SITE05,1,0.934968017057569,864,1,1,11,1,4,10
AGAP011938,2,AGAP011938__SITE01;AGAP011938__SITE05,1,0.934968017057569,865,1,1,11,1,5,10
AGAP011938,2,AGAP011938__SITE04;AGAP011938__SITE05,0.998400852878465,0.681236673773987,96,0.996047779381113,1,11,0.997854845541413,6,10
AGAP011938,2,AGAP011938__SITE02;AGAP011938__SITE04,0.987206823027719,0.634861407249467,791,0.943055555555556,0.909090909090909,11,0.966149851392389,7,10
AGAP011938,2,AGAP011938__SITE01;AGAP011938__SITE04,0.987206823027719,0.634861407249467,792,0.943055555555556,0.909090909090909,11,0.966149851392389,8,10
AGAP011938,2,AGAP011938__SITE03;AGAP011938__SITE04,0.977078891257996,0.660980810234542,494,0.647222222222222,0.909090909090909,11,0.871323092330555,9,10
AGAP011938,2,AGAP011938__SITE01;AGAP011938__SITE02,0.938699360341151,0.938699360341151,24,0.824600520252694,0.545454545454545,11,0.865145226825953,10,10
AGAP011938,3,AGAP011938__SITE01;AGAP011938__SITE02;AGAP011938__SITE03,1,0.893390191897655,321,1,1,11,1,1,10
AGAP011938,3,AGAP011938__SITE03;AGAP011938__SITE04;AGAP011938__SITE05,1,0.658848614072495,567,1,1,11,1,2,10
AGAP011938,3,AGAP011938__SITE02;AGAP011938__SITE03;AGAP011938__SITE04,1,0.612473347547974,791,1,1,11,1,3,10
AGAP011938,3,AGAP011938__SITE01;AGAP011938__SITE03;AGAP011938__SITE04,1,0.612473347547974,792,1,1,11,1,4,10
AGAP011938,3,AGAP011938__SITE02;AGAP011938__SITE03;AGAP011938__SITE05,1,0.889658848614073,864,1,1,11,1,5,10
AGAP011938,3,AGAP011938__SITE02;AGAP011938__SITE04;AGAP011938__SITE05,1,0.63272921108742,864,1,1,11,1,6,10
AGAP011938,3,AGAP011938__SITE01;AGAP011938__SITE02;AGAP011938__SITE05,1,0.934968017057569,865,1,1,11,1,7,10
AGAP011938,3,AGAP011938__SITE01;AGAP011938__SITE03;AGAP011938__SITE05,1,0.889658848614073,865,1,1,11,1,8,10
AGAP011938,3,AGAP011938__SITE01;AGAP011938__SITE04;AGAP011938__SITE05,1,0.63272921108742,865,1,1,11,1,9,10
AGAP011938,3,AGAP011938__SITE01;AGAP011938__SITE02;AGAP011938__SITE04,0.987206823027719,0.634861407249467,792,0.943055555555556,0.909090909090909,11,0.966149851392389,10,10
AGAP011966,2,AGAP011966__SITE01;AGAP011966__SITE04,1,0.980810234541578,121,1,1,11,1,1,10
AGAP011966,2,AGAP011966__SITE03;AGAP011966__SITE04,0.995735607675906,0.437633262260128,108,0.988722222222223,1,11,0.99405803127221,2,10
AGAP011966,2,AGAP011966__SITE02;AGAP011966__SITE04,0.995735607675906,0.434434968017058,112,0.988722222222223,1,11,0.99405803127221,3,10
AGAP011966,2,AGAP011966__SITE04;AGAP011966__SITE05,0.993070362473348,0.0490405117270789,89,0.986634920634921,1,11,0.991832693674485,4,10
AGAP011966,2,AGAP011966__SITE01;AGAP011966__SITE03,0.992004264392324,0.436034115138593,36,0.985019274874348,1,11,0.990708341097699,5,10
AGAP011966,2,AGAP011966__SITE01;AGAP011966__SITE02,0.988805970149254,0.436034115138593,32,0.972639437856829,1,11,0.985075413446601,6,10
AGAP011966,2,AGAP011966__SITE01;AGAP011966__SITE05,0.98773987206823,0.0490405117270789,187,0.965144927536232,1,11,0.982187401501808,7,10
AGAP011966,2,AGAP011966__SITE03;AGAP011966__SITE05,0.446162046908316,0.0431769722814499,174,0.303038839095177,0,11,0.358608879873543,8,10
AGAP011966,2,AGAP011966__SITE02;AGAP011966__SITE05,0.442963752665245,0.0431769722814499,178,0.303038839095177,0,11,0.3566899033277,9,10
AGAP011966,2,AGAP011966__SITE02;AGAP011966__SITE03,0.440298507462687,0.437100213219616,27,0.299752454118651,0,11,0.354104840713208,10,10
AGAP011966,3,AGAP011966__SITE01;AGAP011966__SITE02;AGAP011966__SITE04,1,0.433368869936034,121,1,1,11,1,1,10
AGAP011966,3,AGAP011966__SITE01;AGAP011966__SITE03;AGAP011966__SITE04,1,0.433368869936034,121,1,1,11,1,2,10
AGAP011966,3,AGAP011966__SITE01;AGAP011966__SITE04;AGAP011966__SITE05,1,0.0490405117270789,187,1,1,11,1,3,10
AGAP011966,3,AGAP011966__SITE02;AGAP011966__SITE03;AGAP011966__SITE04,0.995735607675906,0.434434968017058,112,0.988722222222223,1,11,0.99405803127221,4,10
AGAP011966,3,AGAP011966__SITE03;AGAP011966__SITE04;AGAP011966__SITE05,0.995735607675906,0.0431769722814499,174,0.988722222222223,1,11,0.99405803127221,5,10
AGAP011966,3,AGAP011966__SITE02;AGAP011966__SITE04;AGAP011966__SITE05,0.995735607675906,0.0431769722814499,178,0.988722222222223,1,11,0.99405803127221,6,10
AGAP011966,3,AGAP011966__SITE01;AGAP011966__SITE02;AGAP011966__SITE03,0.992004264392324,0.436034115138593,36,0.985019274874348,1,11,0.990708341097699,7,10
AGAP011966,3,AGAP011966__SITE01;AGAP011966__SITE03;AGAP011966__SITE05,0.992004264392324,0.0431769722814499,187,0.985019274874348,1,11,0.990708341097699,8,10
AGAP011966,3,AGAP011966__SITE01;AGAP011966__SITE02;AGAP011966__SITE05,0.988805970149254,0.0431769722814499,187,0.972639437856829,1,11,0.985075413446601,9,10
AGAP011966,3,AGAP011966__SITE02;AGAP011966__SITE03;AGAP011966__SITE05,0.446162046908316,0.0431769722814499,178,0.303038839095177,0,11,0.358608879873543,10,10
AGAP012142,2,AGAP012142__SITE03;AGAP012142__SITE04,1,0.858208955223881,136,1,1,11,1,1,10
AGAP012142,2,AGAP012142__SITE01;AGAP012142__SITE03,1,0.985074626865672,206,1,1,11,1,2,10
AGAP012142,2,AGAP012142__SITE03;AGAP012142__SITE05,1,0.972814498933902,331,1,1,11,1,3,10
AGAP012142,2,AGAP012142__SITE01;AGAP012142__SITE05,1,0.958955223880597,514,1,1,11,1,4,10
AGAP012142,2,AGAP012142__SITE02;AGAP012142__SITE03,0.999466950959488,0.122601279317697,141,0.999102132435466,1,11,0.999410810306333,5,10
AGAP012142,2,AGAP012142__SITE01;AGAP012142__SITE04,0.999466950959488,0.844882729211087,319,0.999102132435466,1,11,0.999410810306333,6,10
AGAP012142,2,AGAP012142__SITE04;AGAP012142__SITE05,0.995202558635394,0.836886993603412,218,0.984080808080808,1,11,0.992345777605479,7,10
AGAP012142,2,AGAP012142__SITE02;AGAP012142__SITE05,0.982942430703625,0.113006396588486,449,0.969001122334456,1,11,0.980465795122512,8,10
AGAP012142,2,AGAP012142__SITE01;AGAP012142__SITE02,0.985607675906183,0.122601279317697,88,0.950615942028986,0.909090909090909,11,0.967458479061496,9,10
AGAP012142,2,AGAP012142__SITE02;AGAP012142__SITE04,0.882196162046908,0.0991471215351812,254,0.829166666666667,0.0909090909090909,11,0.787158606319054,10,10
AGAP012142,3,AGAP012142__SITE01;AGAP012142__SITE02;AGAP012142__SITE03,1,0.122601279317697,206,1,1,11,1,1,10
AGAP012142,3,AGAP012142__SITE02;AGAP012142__SITE03;AGAP012142__SITE04,1,0.0991471215351812,254,1,1,11,1,2,10
AGAP012142,3,AGAP012142__SITE01;AGAP012142__SITE03;AGAP012142__SITE04,1,0.844349680170576,319,1,1,11,1,3,10
AGAP012142,3,AGAP012142__SITE03;AGAP012142__SITE04;AGAP012142__SITE05,1,0.8363539445629,331,1,1,11,1,4,10
AGAP012142,3,AGAP012142__SITE02;AGAP012142__SITE03;AGAP012142__SITE05,1,0.113006396588486,449,1,1,11,1,5,10
AGAP012142,3,AGAP012142__SITE01;AGAP012142__SITE02;AGAP012142__SITE05,1,0.113006396588486,514,1,1,11,1,6,10
AGAP012142,3,AGAP012142__SITE01;AGAP012142__SITE03;AGAP012142__SITE05,1,0.958422174840085,514,1,1,11,1,7,10
AGAP012142,3,AGAP012142__SITE01;AGAP012142__SITE04;AGAP012142__SITE05,1,0.823027718550107,514,1,1,11,1,8,10
AGAP012142,3,AGAP012142__SITE01;AGAP012142__SITE02;AGAP012142__SITE04,0.999466950959488,0.0991471215351812,319,0.999102132435466,1,11,0.999410810306333,9,10
AGAP012142,3,AGAP012142__SITE02;AGAP012142__SITE04;AGAP012142__SITE05,0.996268656716418,0.0906183368869936,449,0.990984848484849,1,11,0.995056648575305,10,10
AGAP012424,2,AGAP012424__SITE04;AGAP012424__SITE05,1,1,30,1,1,11,1,1,10
AGAP012424,2,AGAP012424__SITE02;AGAP012424__SITE03,1,0.989339019189765,52,1,1,11,1,2,10
AGAP012424,2,AGAP012424__SITE01;AGAP012424__SITE02,1,0.985607675906183,525,1,1,11,1,3,10
AGAP012424,2,AGAP012424__SITE01;AGAP012424__SITE03,1,0.992004264392324,554,1,1,11,1,4,10
AGAP012424,2,AGAP012424__SITE03;AGAP012424__SITE04,1,0.997867803837953,11429,1,1,11,1,5,10
AGAP012424,2,AGAP012424__SITE03;AGAP012424__SITE05,1,0.997867803837953,11436,1,1,11,1,6,10
AGAP012424,2,AGAP012424__SITE02;AGAP012424__SITE04,1,0.991471215351812,11458,1,1,11,1,7,10
AGAP012424,2,AGAP012424__SITE02;AGAP012424__SITE05,1,0.991471215351812,11465,1,1,11,1,8,10
AGAP012424,2,AGAP012424__SITE01;AGAP012424__SITE04,1,0.994136460554371,11960,1,1,11,1,9,10
AGAP012424,2,AGAP012424__SITE01;AGAP012424__SITE05,1,0.994136460554371,11967,1,1,11,1,10,10
AGAP012424,3,AGAP012424__SITE01;AGAP012424__SITE02;AGAP012424__SITE03,1,0.983475479744136,554,1,1,11,1,1,10
AGAP012424,3,AGAP012424__SITE03;AGAP012424__SITE04;AGAP012424__SITE05,1,0.997867803837953,11436,1,1,11,1,2,10
AGAP012424,3,AGAP012424__SITE02;AGAP012424__SITE03;AGAP012424__SITE04,1,0.989339019189765,11458,1,1,11,1,3,10
AGAP012424,3,AGAP012424__SITE02;AGAP012424__SITE03;AGAP012424__SITE05,1,0.989339019189765,11465,1,1,11,1,4,10
AGAP012424,3,AGAP012424__SITE02;AGAP012424__SITE04;AGAP012424__SITE05,1,0.991471215351812,11465,1,1,11,1,5,10
AGAP012424,3,AGAP012424__SITE01;AGAP012424__SITE02;AGAP012424__SITE04,1,0.985607675906183,11960,1,1,11,1,6,10
AGAP012424,3,AGAP012424__SITE01;AGAP012424__SITE03;AGAP012424__SITE04,1,0.992004264392324,11960,1,1,11,1,7,10
AGAP012424,3,AGAP012424__SITE01;AGAP012424__SITE02;AGAP012424__SITE05,1,0.985607675906183,11967,1,1,11,1,8,10
AGAP012424,3,AGAP012424__SITE01;AGAP012424__SITE03;AGAP012424__SITE05,1,0.992004264392324,11967,1,1,11,1,9,10
AGAP012424,3,AGAP012424__SITE01;AGAP012424__SITE04;AGAP012424__SITE05,1,0.994136460554371,11967,1,1,11,1,10,10
AGAP012991,2,AGAP012991__SITE03;AGAP012991__SITE04,1,0.9596018735363,33,1,1,11,1,1,10
AGAP012991,2,AGAP012991__SITE02;AGAP012991__SITE04,1,0.959016393442623,43,1,1,11,1,2,10
AGAP012991,2,AGAP012991__SITE04;AGAP012991__SITE05,1,0.911592505854801,63,1,1,11,1,3,10
AGAP012991,2,AGAP012991__SITE01;AGAP012991__SITE02,1,0.989461358313817,73,1,1,11,1,4,10
AGAP012991,2,AGAP012991__SITE03;AGAP012991__SITE05,1,0.949648711943794,73,1,1,11,1,5,10
AGAP012991,2,AGAP012991__SITE01;AGAP012991__SITE03,1,0.990046838407494,83,1,1,11,1,6,10
AGAP012991,2,AGAP012991__SITE02;AGAP012991__SITE05,1,0.949063231850117,83,1,1,11,1,7,10
AGAP012991,2,AGAP012991__SITE01;AGAP012991__SITE04,1,0.951990632318501,93,1,1,11,1,8,10
AGAP012991,2,AGAP012991__SITE01;AGAP012991__SITE05,1,0.942037470725995,133,1,1,11,1,9,10
AGAP012991,2,AGAP012991__SITE02;AGAP012991__SITE03,0.998829039812646,0.99824355971897,33,0.992592592592593,1,11,0.997075201665365,10,10
AGAP012991,3,AGAP012991__SITE02;AGAP012991__SITE03;AGAP012991__SITE04,1,0.959016393442623,43,1,1,11,1,1,10
AGAP012991,3,AGAP012991__SITE03;AGAP012991__SITE04;AGAP012991__SITE05,1,0.910421545667447,73,1,1,11,1,2,10
AGAP012991,3,AGAP012991__SITE01;AGAP012991__SITE02;AGAP012991__SITE03,1,0.989461358313817,83,1,1,11,1,3,10
AGAP012991,3,AGAP012991__SITE02;AGAP012991__SITE03;AGAP012991__SITE05,1,0.949063231850117,83,1,1,11,1,4,10
AGAP012991,3,AGAP012991__SITE02;AGAP012991__SITE04;AGAP012991__SITE05,1,0.909836065573771,83,1,1,11,1,5,10
AGAP012991,3,AGAP012991__SITE01;AGAP012991__SITE02;AGAP012991__SITE04,1,0.950234192037471,93,1,1,11,1,6,10
AGAP012991,3,AGAP012991__SITE01;AGAP012991__SITE03;AGAP012991__SITE04,1,0.950819672131147,93,1,1,11,1,7,10
AGAP012991,3,AGAP012991__SITE01;AGAP012991__SITE02;AGAP012991__SITE05,1,0.940281030444965,133,1,1,11,1,8,10
AGAP012991,3,AGAP012991__SITE01;AGAP012991__SITE03;AGAP012991__SITE05,1,0.940866510538642,133,1,1,11,1,9,10
AGAP012991,3,AGAP012991__SITE01;AGAP012991__SITE04;AGAP012991__SITE05,1,0.902810304449649,133,1,1,11,1,10,10
AGAP028779,2,AGAP028779__SITE04;AGAP028779__SITE05,0.999466950959488,0.999466950959488,24,0.999102132435466,1,11,0.999410810306333,1,10
AGAP028779,2,AGAP028779__SITE01;AGAP028779__SITE04,0.999466950959488,0.949360341151386,40,0.999102132435466,1,11,0.999410810306333,2,10
AGAP028779,2,AGAP028779__SITE03;AGAP028779__SITE04,0.999466950959488,0.949360341151386,40,0.999102132435466,1,11,0.999410810306333,3,10
AGAP028779,2,AGAP028779__SITE01;AGAP028779__SITE05,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,4,10
AGAP028779,2,AGAP028779__SITE02;AGAP028779__SITE04,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,5,10
AGAP028779,2,AGAP028779__SITE03;AGAP028779__SITE05,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,6,10
AGAP028779,2,AGAP028779__SITE02;AGAP028779__SITE05,0.999466950959488,0.949360341151386,42,0.999102132435466,1,11,0.999410810306333,7,10
AGAP028779,2,AGAP028779__SITE01;AGAP028779__SITE03,0.949360341151386,0.949360341151386,23,0.766666666666666,0.636363636363636,11,0.863252568327195,8,10
AGAP028779,2,AGAP028779__SITE01;AGAP028779__SITE02,0.949360341151386,0.949360341151386,24,0.766666666666666,0.636363636363636,11,0.863252568327195,9,10
AGAP028779,2,AGAP028779__SITE02;AGAP028779__SITE03,0.949360341151386,0.949360341151386,24,0.766666666666666,0.636363636363636,11,0.863252568327195,10,10
AGAP028779,3,AGAP028779__SITE01;AGAP028779__SITE03;AGAP028779__SITE04,0.999466950959488,0.949360341151386,40,0.999102132435466,1,11,0.999410810306333,1,10
AGAP028779,3,AGAP028779__SITE01;AGAP028779__SITE02;AGAP028779__SITE04,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,2,10
AGAP028779,3,AGAP028779__SITE01;AGAP028779__SITE03;AGAP028779__SITE05,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,3,10
AGAP028779,3,AGAP028779__SITE01;AGAP028779__SITE04;AGAP028779__SITE05,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,4,10
AGAP028779,3,AGAP028779__SITE02;AGAP028779__SITE03;AGAP028779__SITE04,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,5,10
AGAP028779,3,AGAP028779__SITE03;AGAP028779__SITE04;AGAP028779__SITE05,0.999466950959488,0.949360341151386,41,0.999102132435466,1,11,0.999410810306333,6,10
AGAP028779,3,AGAP028779__SITE01;AGAP028779__SITE02;AGAP028779__SITE05,0.999466950959488,0.949360341151386,42,0.999102132435466,1,11,0.999410810306333,7,10
AGAP028779,3,AGAP028779__SITE02;AGAP028779__SITE03;AGAP028779__SITE05,0.999466950959488,0.949360341151386,42,0.999102132435466,1,11,0.999410810306333,8,10
AGAP028779,3,AGAP028779__SITE02;AGAP028779__SITE04;AGAP028779__SITE05,0.999466950959488,0.949360341151386,42,0.999102132435466,1,11,0.999410810306333,9,10
AGAP028779,3,AGAP028779__SITE01;AGAP028779__SITE02;AGAP028779__SITE03,0.949360341151386,0.949360341151386,24,0.766666666666666,0.636363636363636,11,0.863252568327195,10,10
AGAP029982,2,AGAP029982__SITE02;AGAP029982__SITE03,1,0.965351812366738,76,1,1,11,1,1,10
AGAP029982,2,AGAP029982__SITE01;AGAP029982__SITE02,1,0.980810234541578,309,1,1,11,1,2,10
AGAP029982,2,AGAP029982__SITE01;AGAP029982__SITE03,1,0.976012793176972,362,1,1,11,1,3,10
AGAP029982,3,AGAP029982__SITE01;AGAP029982__SITE02;AGAP029982__SITE03,1,0.961087420042644,362,1,1,11,1,1,10
AGAP000099,2,AGAP000099__SITE03;AGAP000099__SITE04,1,0.983021077283372,97,1,1,9,1,1,20
AGAP000099,2,AGAP000099__SITE04;AGAP000099__SITE05,1,0.992388758782201,165,1,1,9,1,2,20
AGAP000099,2,AGAP000099__SITE03;AGAP000099__SITE05,1,0.981264637002342,239,1,1,9,1,3,20
AGAP000099,2,AGAP000099__SITE02;AGAP000099__SITE03,1,0.968969555035129,316,1,1,9,1,4,20
AGAP000099,2,AGAP000099__SITE01;AGAP000099__SITE03,1,0.968969555035129,321,1,1,9,1,5,20
AGAP000099,2,AGAP000099__SITE02;AGAP000099__SITE04,1,0.980093676814988,390,1,1,9,1,6,20
AGAP000099,2,AGAP000099__SITE01;AGAP000099__SITE04,1,0.980093676814988,395,1,1,9,1,7,20
AGAP000099,2,AGAP000099__SITE02;AGAP000099__SITE05,1,0.978337236533958,532,1,1,9,1,8,20
AGAP000099,2,AGAP000099__SITE01;AGAP000099__SITE05,1,0.978337236533958,537,1,1,9,1,9,20
AGAP000099,2,AGAP000099__SITE01;AGAP000099__SITE02,0.983021077283372,0.983021077283372,28,0.962549751243781,1,9,0.978577571743157,10,20
AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.978337236533958,239,1,1,9,1,1,20
AGAP000099,3,AGAP000099__SITE01;AGAP000099__SITE02;AGAP000099__SITE03,1,0.968969555035129,321,1,1,9,1,2,20
AGAP000099,3,AGAP000099__SITE02;AGAP000099__SITE03;AGAP000099__SITE04,1,0.966042154566745,390,1,1,9,1,3,20
AGAP000099,3,AGAP000099__SITE01;AGAP000099__SITE02;AGAP000099__SITE04,1,0.980093676814988,395,1,1,9,1,4,20
AGAP000099,3,AGAP000099__SITE01;AGAP000099__SITE03;AGAP000099__SITE04,1,0.966042154566745,395,1,1,9,1,5,20
AGAP000099,3,AGAP000099__SITE02;AGAP000099__SITE03;AGAP000099__SITE05,1,0.964285714285714,532,1,1,9,1,6,20
AGAP000099,3,AGAP000099__SITE02;AGAP000099__SITE04;AGAP000099__SITE05,1,0.975409836065574,532,1,1,9,1,7,20
AGAP000099,3,AGAP000099__SITE01;AGAP000099__SITE02;AGAP000099__SITE05,1,0.978337236533958,537,1,1,9,1,8,20
AGAP000099,3,AGAP000099__SITE01;AGAP000099__SITE03;AGAP000099__SITE05,1,0.964285714285714,537,1,1,9,1,9,20
AGAP000099,3,AGAP000099__SITE01;AGAP000099__SITE04;AGAP000099__SITE05,1,0.975409836065574,537,1,1,9,1,10,20
AGAP000399,2,AGAP000399__SITE04;AGAP000399__SITE05,1,0.991217798594848,370,1,1,9,1,1,20
AGAP000399,2,AGAP000399__SITE03;AGAP000399__SITE05,1,0.984777517564403,448,1,1,9,1,2,20
AGAP000399,2,AGAP000399__SITE02;AGAP000399__SITE03,1,0.988290398126464,656,1,1,9,1,3,20
AGAP000399,2,AGAP000399__SITE02;AGAP000399__SITE04,1,0.994730679156909,734,1,1,9,1,4,20
AGAP000399,2,AGAP000399__SITE02;AGAP000399__SITE05,1,0.995316159250585,1081,1,1,9,1,5,20
AGAP000399,2,AGAP000399__SITE01;AGAP000399__SITE02,1,0.986533957845433,7465,1,1,9,1,6,20
AGAP000399,2,AGAP000399__SITE01;AGAP000399__SITE03,1,0.975995316159251,8098,1,1,9,1,7,20
