population_site_id,gene_id,scenario,robust_under_scenario
AGAP011377__SITE02,AGAP011377,strict,FALSE
AGAP011377__SITE03,AGAP011377,strict,FALSE
AGAP011377__SITE04,AGAP011377,strict,FALSE
AGAP011377__SITE05,AGAP011377,strict,FALSE
AGAP004050__SITE01,AGAP004050,strict,TRUE
AGAP004050__SITE02,AGAP004050,strict,TRUE
AGAP004050__SITE03,AGAP004050,strict,FALSE
AGAP004050__SITE04,AGAP004050,strict,FALSE
AGAP004050__SITE05,AGAP004050,strict,FALSE
AGAP028779__SITE01,AGAP028779,strict,FALSE
AGAP028779__SITE02,AGAP028779,strict,FALSE
AGAP028779__SITE03,AGAP028779,strict,FALSE
AGAP028779__SITE04,AGAP028779,strict,TRUE
AGAP028779__SITE05,AGAP028779,strict,TRUE
AGAP007999__SITE01,AGAP007999,primary,FALSE
AGAP007999__SITE02,AGAP007999,primary,TRUE
AGAP007999__SITE03,AGAP007999,primary,TRUE
AGAP007999__SITE04,AGAP007999,primary,FALSE
AGAP007999__SITE05,AGAP007999,primary,TRUE
AGAP005917__SITE01,AGAP005917,primary,TRUE
AGAP005917__SITE02,AGAP005917,primary,TRUE
AGAP005917__SITE03,AGAP005917,primary,FALSE
AGAP005917__SITE04,AGAP005917,primary,FALSE
AGAP005917__SITE05,AGAP005917,primary,TRUE
AGAP011966__SITE01,AGAP011966,primary,TRUE
AGAP011966__SITE02,AGAP011966,primary,FALSE
AGAP011966__SITE03,AGAP011966,primary,FALSE
AGAP011966__SITE04,AGAP011966,primary,TRUE
AGAP011966__SITE05,AGAP011966,primary,FALSE
AGAP004036__SITE01,AGAP004036,primary,FALSE
AGAP004036__SITE02,AGAP004036,primary,FALSE
AGAP004036__SITE03,AGAP004036,primary,FALSE
AGAP004036__SITE04,AGAP004036,primary,FALSE
AGAP004036__SITE05,AGAP004036,primary,FALSE
AGAP004825__SITE01,AGAP004825,primary,FALSE
AGAP004825__SITE02,AGAP004825,primary,FALSE
AGAP004825__SITE03,AGAP004825,primary,FALSE
AGAP004825__SITE04,AGAP004825,primary,FALSE
AGAP004825__SITE05,AGAP004825,primary,TRUE
AGAP003595__SITE01,AGAP003595,primary,TRUE
AGAP003595__SITE02,AGAP003595,primary,FALSE
AGAP003595__SITE03,AGAP003595,primary,FALSE
AGAP003595__SITE04,AGAP003595,primary,TRUE
AGAP003595__SITE05,AGAP003595,primary,TRUE
AGAP007413__SITE01,AGAP007413,primary,FALSE
AGAP007413__SITE02,AGAP007413,primary,FALSE
AGAP007413__SITE03,AGAP007413,primary,TRUE
AGAP007413__SITE04,AGAP007413,primary,FALSE
AGAP007413__SITE05,AGAP007413,primary,FALSE
AGAP009600__SITE01,AGAP009600,primary,FALSE
AGAP009600__SITE02,AGAP009600,primary,TRUE
AGAP009600__SITE03,AGAP009600,primary,FALSE
AGAP009600__SITE04,AGAP009600,primary,FALSE
AGAP009600__SITE05,AGAP009600,primary,TRUE
AGAP005763__SITE01,AGAP005763,primary,TRUE
AGAP005763__SITE02,AGAP005763,primary,FALSE
AGAP005763__SITE03,AGAP005763,primary,FALSE
AGAP005763__SITE04,AGAP005763,primary,FALSE
AGAP005763__SITE05,AGAP005763,primary,FALSE
AGAP011204__SITE01,AGAP011204,primary,FALSE
AGAP011204__SITE02,AGAP011204,primary,FALSE
AGAP011204__SITE03,AGAP011204,primary,FALSE
AGAP011204__SITE04,AGAP011204,primary,FALSE
AGAP011204__SITE05,AGAP011204,primary,FALSE
AGAP009921__SITE01,AGAP009921,primary,TRUE
AGAP009921__SITE02,AGAP009921,primary,TRUE
AGAP009921__SITE03,AGAP009921,primary,TRUE
AGAP009921__SITE04,AGAP009921,primary,FALSE
AGAP009921__SITE05,AGAP009921,primary,FALSE
AGAP002300__SITE01,AGAP002300,primary,FALSE
AGAP002300__SITE02,AGAP002300,primary,FALSE
AGAP002300__SITE03,AGAP002300,primary,TRUE
AGAP002300__SITE04,AGAP002300,primary,TRUE
AGAP002300__SITE05,AGAP002300,primary,TRUE
AGAP004038__SITE01,AGAP004038,primary,TRUE
AGAP004038__SITE02,AGAP004038,primary,FALSE
AGAP004038__SITE03,AGAP004038,primary,FALSE
AGAP004038__SITE04,AGAP004038,primary,FALSE
AGAP004038__SITE05,AGAP004038,primary,FALSE
AGAP003769__SITE01,AGAP003769,primary,FALSE
AGAP003769__SITE02,AGAP003769,primary,FALSE
AGAP003769__SITE03,AGAP003769,primary,FALSE
AGAP003769__SITE04,AGAP003769,primary,FALSE
AGAP003769__SITE05,AGAP003769,primary,FALSE
AGAP002004__SITE01,AGAP002004,primary,FALSE
AGAP002004__SITE02,AGAP002004,primary,TRUE
AGAP002004__SITE03,AGAP002004,primary,TRUE
AGAP002004__SITE04,AGAP002004,primary,TRUE
AGAP002004__SITE05,AGAP002004,primary,FALSE
AGAP009488__SITE01,AGAP009488,primary,FALSE
AGAP009488__SITE02,AGAP009488,primary,TRUE
AGAP009488__SITE03,AGAP009488,primary,TRUE
AGAP009488__SITE04,AGAP009488,primary,TRUE
AGAP009488__SITE05,AGAP009488,primary,TRUE
AGAP005127__SITE01,AGAP005127,primary,FALSE
AGAP005127__SITE02,AGAP005127,primary,TRUE
AGAP005127__SITE03,AGAP005127,primary,TRUE
AGAP005127__SITE04,AGAP005127,primary,FALSE
AGAP005127__SITE05,AGAP005127,primary,TRUE
AGAP010711__SITE01,AGAP010711,primary,TRUE
AGAP010711__SITE02,AGAP010711,primary,TRUE
AGAP010711__SITE03,AGAP010711,primary,TRUE
AGAP010711__SITE04,AGAP010711,primary,FALSE
AGAP010711__SITE05,AGAP010711,primary,FALSE
AGAP005321__SITE01,AGAP005321,primary,TRUE
AGAP005321__SITE02,AGAP005321,primary,FALSE
AGAP005321__SITE03,AGAP005321,primary,FALSE
AGAP005321__SITE04,AGAP005321,primary,FALSE
AGAP005321__SITE05,AGAP005321,primary,FALSE
AGAP001099__SITE01,AGAP001099,primary,TRUE
AGAP001099__SITE02,AGAP001099,primary,TRUE
AGAP001099__SITE03,AGAP001099,primary,TRUE
AGAP001099__SITE04,AGAP001099,primary,TRUE
AGAP001099__SITE05,AGAP001099,primary,FALSE
AGAP006939__SITE01,AGAP006939,primary,FALSE
AGAP006939__SITE02,AGAP006939,primary,FALSE
AGAP006939__SITE03,AGAP006939,primary,FALSE
AGAP006939__SITE04,AGAP006939,primary,FALSE
AGAP006939__SITE05,AGAP006939,primary,FALSE
AGAP004957__SITE01,AGAP004957,primary,FALSE
AGAP004957__SITE02,AGAP004957,primary,TRUE
AGAP004957__SITE03,AGAP004957,primary,TRUE
AGAP004957__SITE04,AGAP004957,primary,FALSE
AGAP004957__SITE05,AGAP004957,primary,TRUE
AGAP010175__SITE01,AGAP010175,primary,FALSE
AGAP010175__SITE02,AGAP010175,primary,FALSE
AGAP010175__SITE03,AGAP010175,primary,FALSE
AGAP010175__SITE04,AGAP010175,primary,TRUE
AGAP010175__SITE05,AGAP010175,primary,FALSE
AGAP007280__SITE01,AGAP007280,primary,FALSE
AGAP007280__SITE02,AGAP007280,primary,FALSE
AGAP007280__SITE03,AGAP007280,primary,FALSE
AGAP007280__SITE04,AGAP007280,primary,FALSE
AGAP007280__SITE05,AGAP007280,primary,TRUE
AGAP001135__SITE01,AGAP001135,primary,TRUE
AGAP001135__SITE02,AGAP001135,primary,FALSE
AGAP001135__SITE03,AGAP001135,primary,FALSE
AGAP001135__SITE04,AGAP001135,primary,FALSE
AGAP001135__SITE05,AGAP001135,primary,FALSE
AGAP009048__SITE01,AGAP009048,primary,TRUE
AGAP009048__SITE02,AGAP009048,primary,TRUE
AGAP009048__SITE03,AGAP009048,primary,TRUE
AGAP009048__SITE04,AGAP009048,primary,TRUE
AGAP009048__SITE05,AGAP009048,primary,FALSE
AGAP010313__SITE01,AGAP010313,primary,TRUE
AGAP010313__SITE02,AGAP010313,primary,TRUE
AGAP010313__SITE03,AGAP010313,primary,TRUE
AGAP010313__SITE04,AGAP010313,primary,TRUE
AGAP010313__SITE05,AGAP010313,primary,TRUE
AGAP009338__SITE01,AGAP009338,primary,FALSE
AGAP009338__SITE02,AGAP009338,primary,FALSE
AGAP009338__SITE03,AGAP009338,primary,FALSE
AGAP009338__SITE04,AGAP009338,primary,FALSE
AGAP009338__SITE05,AGAP009338,primary,FALSE
AGAP001015__SITE01,AGAP001015,primary,FALSE
AGAP001015__SITE02,AGAP001015,primary,TRUE
AGAP001015__SITE03,AGAP001015,primary,TRUE
AGAP001015__SITE04,AGAP001015,primary,FALSE
AGAP001015__SITE05,AGAP001015,primary,TRUE
AGAP010219__SITE01,AGAP010219,primary,FALSE
AGAP010219__SITE02,AGAP010219,primary,TRUE
AGAP010219__SITE03,AGAP010219,primary,TRUE
AGAP010219__SITE04,AGAP010219,primary,FALSE
AGAP010219__SITE05,AGAP010219,primary,TRUE
AGAP008191__SITE01,AGAP008191,primary,FALSE
AGAP008191__SITE02,AGAP008191,primary,TRUE
AGAP008191__SITE03,AGAP008191,primary,FALSE
AGAP008191__SITE04,AGAP008191,primary,FALSE
AGAP008191__SITE05,AGAP008191,primary,FALSE
AGAP005871__SITE01,AGAP005871,primary,TRUE
AGAP005871__SITE02,AGAP005871,primary,FALSE
AGAP005871__SITE03,AGAP005871,primary,FALSE
AGAP005871__SITE04,AGAP005871,primary,FALSE
AGAP005871__SITE05,AGAP005871,primary,FALSE
AGAP008015__SITE01,AGAP008015,primary,FALSE
AGAP008015__SITE02,AGAP008015,primary,FALSE
AGAP008015__SITE03,AGAP008015,primary,FALSE
AGAP008015__SITE04,AGAP008015,primary,TRUE
AGAP008015__SITE05,AGAP008015,primary,FALSE
AGAP004078__SITE01,AGAP004078,primary,FALSE
AGAP004078__SITE02,AGAP004078,primary,FALSE
AGAP004078__SITE03,AGAP004078,primary,FALSE
AGAP004078__SITE04,AGAP004078,primary,FALSE
AGAP004078__SITE05,AGAP004078,primary,FALSE
AGAP004852__SITE01,AGAP004852,primary,FALSE
AGAP004852__SITE02,AGAP004852,primary,TRUE
AGAP004852__SITE03,AGAP004852,primary,FALSE
AGAP004852__SITE04,AGAP004852,primary,TRUE
AGAP004852__SITE05,AGAP004852,primary,TRUE
AGAP012424__SITE01,AGAP012424,primary,TRUE
AGAP012424__SITE02,AGAP012424,primary,FALSE
AGAP012424__SITE03,AGAP012424,primary,TRUE
AGAP012424__SITE04,AGAP012424,primary,TRUE
AGAP012424__SITE05,AGAP012424,primary,TRUE
AGAP007775__SITE01,AGAP007775,primary,FALSE
AGAP007775__SITE02,AGAP007775,primary,FALSE
AGAP007775__SITE03,AGAP007775,primary,FALSE
AGAP007775__SITE04,AGAP007775,primary,FALSE
AGAP007775__SITE05,AGAP007775,primary,FALSE
AGAP010722__SITE01,AGAP010722,primary,FALSE
AGAP010722__SITE02,AGAP010722,primary,FALSE
AGAP010722__SITE03,AGAP010722,primary,TRUE
AGAP010722__SITE04,AGAP010722,primary,FALSE
AGAP010722__SITE05,AGAP010722,primary,FALSE
AGAP009792__SITE01,AGAP009792,primary,FALSE
AGAP009792__SITE02,AGAP009792,primary,TRUE
AGAP009792__SITE03,AGAP009792,primary,FALSE
AGAP009792__SITE04,AGAP009792,primary,FALSE
AGAP009792__SITE05,AGAP009792,primary,FALSE
AGAP000999__SITE01,AGAP000999,primary,FALSE
AGAP000999__SITE02,AGAP000999,primary,FALSE
AGAP000999__SITE03,AGAP000999,primary,FALSE
AGAP000999__SITE04,AGAP000999,primary,FALSE
AGAP000999__SITE05,AGAP000999,primary,FALSE
AGAP007217__SITE01,AGAP007217,primary,FALSE
AGAP007217__SITE02,AGAP007217,primary,FALSE
AGAP007217__SITE03,AGAP007217,primary,FALSE
AGAP007217__SITE04,AGAP007217,primary,FALSE
AGAP007217__SITE05,AGAP007217,primary,TRUE
AGAP009091__SITE01,AGAP009091,primary,FALSE
AGAP009091__SITE02,AGAP009091,primary,TRUE
AGAP009091__SITE03,AGAP009091,primary,TRUE
AGAP009091__SITE04,AGAP009091,primary,FALSE
AGAP009091__SITE05,AGAP009091,primary,FALSE
AGAP006989__SITE01,AGAP006989,primary,TRUE
AGAP006989__SITE02,AGAP006989,primary,FALSE
AGAP006989__SITE03,AGAP006989,primary,FALSE
AGAP006989__SITE04,AGAP006989,primary,FALSE
AGAP006989__SITE05,AGAP006989,primary,FALSE
AGAP005062__SITE01,AGAP005062,primary,TRUE
AGAP005062__SITE02,AGAP005062,primary,FALSE
AGAP005062__SITE03,AGAP005062,primary,TRUE
AGAP005062__SITE04,AGAP005062,primary,TRUE
AGAP005062__SITE05,AGAP005062,primary,TRUE
AGAP008118__SITE01,AGAP008118,primary,FALSE
AGAP008118__SITE02,AGAP008118,primary,FALSE
AGAP008118__SITE03,AGAP008118,primary,TRUE
AGAP008118__SITE04,AGAP008118,primary,TRUE
AGAP008118__SITE05,AGAP008118,primary,FALSE
AGAP000099__SITE01,AGAP000099,primary,TRUE
AGAP000099__SITE02,AGAP000099,primary,TRUE
AGAP000099__SITE03,AGAP000099,primary,TRUE
AGAP000099__SITE04,AGAP000099,primary,TRUE
AGAP000099__SITE05,AGAP000099,primary,TRUE
AGAP004239__SITE01,AGAP004239,primary,FALSE
AGAP004239__SITE02,AGAP004239,primary,FALSE
AGAP004239__SITE03,AGAP004239,primary,FALSE
AGAP004239__SITE04,AGAP004239,primary,FALSE
AGAP004239__SITE05,AGAP004239,primary,FALSE
AGAP006935__SITE01,AGAP006935,primary,FALSE
AGAP006935__SITE02,AGAP006935,primary,FALSE
AGAP006935__SITE03,AGAP006935,primary,FALSE
AGAP006935__SITE04,AGAP006935,primary,FALSE
AGAP006935__SITE05,AGAP006935,primary,FALSE
AGAP007365__SITE01,AGAP007365,primary,FALSE
AGAP007365__SITE02,AGAP007365,primary,FALSE
AGAP007365__SITE03,AGAP007365,primary,FALSE
AGAP007365__SITE04,AGAP007365,primary,FALSE
AGAP007365__SITE05,AGAP007365,primary,FALSE
AGAP007122__SITE01,AGAP007122,primary,TRUE
AGAP007122__SITE02,AGAP007122,primary,TRUE
AGAP007122__SITE03,AGAP007122,primary,TRUE
AGAP007122__SITE04,AGAP007122,primary,TRUE
AGAP007122__SITE05,AGAP007122,primary,TRUE
AGAP011938__SITE01,AGAP011938,primary,FALSE
AGAP011938__SITE02,AGAP011938,primary,FALSE
AGAP011938__SITE03,AGAP011938,primary,FALSE
AGAP011938__SITE04,AGAP011938,primary,FALSE
AGAP011938__SITE05,AGAP011938,primary,TRUE
AGAP007333__SITE01,AGAP007333,primary,FALSE
AGAP007333__SITE02,AGAP007333,primary,TRUE
AGAP007333__SITE03,AGAP007333,primary,FALSE
AGAP007333__SITE04,AGAP007333,primary,TRUE
AGAP007333__SITE05,AGAP007333,primary,TRUE
AGAP007063__SITE01,AGAP007063,primary,FALSE
AGAP007063__SITE02,AGAP007063,primary,FALSE
AGAP007063__SITE03,AGAP007063,primary,FALSE
AGAP007063__SITE04,AGAP007063,primary,FALSE
AGAP007063__SITE05,AGAP007063,primary,FALSE
AGAP007896__SITE01,AGAP007896,primary,FALSE
AGAP007896__SITE02,AGAP007896,primary,FALSE
AGAP007896__SITE03,AGAP007896,primary,FALSE
AGAP007896__SITE04,AGAP007896,primary,FALSE
AGAP007896__SITE05,AGAP007896,primary,FALSE
AGAP005406__SITE01,AGAP005406,primary,FALSE
AGAP005406__SITE02,AGAP005406,primary,FALSE
AGAP005406__SITE03,AGAP005406,primary,FALSE
AGAP005406__SITE04,AGAP005406,primary,FALSE
AGAP005406__SITE05,AGAP005406,primary,FALSE
AGAP005959__SITE01,AGAP005959,primary,FALSE
AGAP005959__SITE02,AGAP005959,primary,TRUE
AGAP005959__SITE03,AGAP005959,primary,TRUE
AGAP005959__SITE04,AGAP005959,primary,FALSE
AGAP005959__SITE05,AGAP005959,primary,FALSE
AGAP011849__SITE01,AGAP011849,primary,TRUE
AGAP011849__SITE02,AGAP011849,primary,FALSE
AGAP011849__SITE03,AGAP011849,primary,FALSE
AGAP011849__SITE04,AGAP011849,primary,FALSE
AGAP011849__SITE05,AGAP011849,primary,TRUE
AGAP005874__SITE01,AGAP005874,primary,FALSE
AGAP005874__SITE02,AGAP005874,primary,TRUE
AGAP005874__SITE03,AGAP005874,primary,TRUE
AGAP005874__SITE04,AGAP005874,primary,FALSE
AGAP005874__SITE05,AGAP005874,primary,FALSE
AGAP010380__SITE01,AGAP010380,primary,TRUE
AGAP010380__SITE02,AGAP010380,primary,TRUE
AGAP010380__SITE03,AGAP010380,primary,FALSE
AGAP010380__SITE04,AGAP010380,primary,FALSE
AGAP010380__SITE05,AGAP010380,primary,FALSE
AGAP004467__SITE01,AGAP004467,primary,FALSE
AGAP004467__SITE02,AGAP004467,primary,FALSE
AGAP004467__SITE03,AGAP004467,primary,FALSE
AGAP004467__SITE04,AGAP004467,primary,FALSE
AGAP004467__SITE05,AGAP004467,primary,FALSE
AGAP004685__SITE01,AGAP004685,primary,FALSE
AGAP004685__SITE02,AGAP004685,primary,FALSE
AGAP004685__SITE03,AGAP004685,primary,FALSE
AGAP004685__SITE04,AGAP004685,primary,TRUE
AGAP004685__SITE05,AGAP004685,primary,TRUE
AGAP004502__SITE01,AGAP004502,primary,TRUE
AGAP004502__SITE02,AGAP004502,primary,TRUE
AGAP004502__SITE03,AGAP004502,primary,FALSE
AGAP004502__SITE04,AGAP004502,primary,TRUE
AGAP004502__SITE05,AGAP004502,primary,FALSE
AGAP004699__SITE01,AGAP004699,primary,TRUE
AGAP004699__SITE02,AGAP004699,primary,TRUE
AGAP004699__SITE03,AGAP004699,primary,TRUE
AGAP004699__SITE04,AGAP004699,primary,TRUE
AGAP004699__SITE05,AGAP004699,primary,TRUE
AGAP002171__SITE01,AGAP002171,primary,TRUE
AGAP002171__SITE02,AGAP002171,primary,FALSE
AGAP002171__SITE03,AGAP002171,primary,FALSE
AGAP002171__SITE04,AGAP002171,primary,FALSE
AGAP002171__SITE05,AGAP002171,primary,FALSE
AGAP009515__SITE01,AGAP009515,primary,FALSE
AGAP009515__SITE02,AGAP009515,primary,TRUE
AGAP009515__SITE03,AGAP009515,primary,FALSE
AGAP009515__SITE04,AGAP009515,primary,TRUE
AGAP009515__SITE05,AGAP009515,primary,TRUE
AGAP029982__SITE01,AGAP029982,primary,TRUE
AGAP029982__SITE02,AGAP029982,primary,FALSE
AGAP029982__SITE03,AGAP029982,primary,FALSE
AGAP029982__SITE04,AGAP029982,primary,FALSE
AGAP029982__SITE05,AGAP029982,primary,FALSE
AGAP009232__SITE01,AGAP009232,primary,TRUE
AGAP009232__SITE02,AGAP009232,primary,FALSE
AGAP009232__SITE03,AGAP009232,primary,FALSE
AGAP009232__SITE04,AGAP009232,primary,FALSE
AGAP009232__SITE05,AGAP009232,primary,FALSE
AGAP005958__SITE01,AGAP005958,primary,TRUE
AGAP005958__SITE02,AGAP005958,primary,TRUE
AGAP005958__SITE03,AGAP005958,primary,TRUE
AGAP005958__SITE04,AGAP005958,primary,FALSE
AGAP005958__SITE05,AGAP005958,primary,FALSE
AGAP006241__SITE01,AGAP006241,primary,FALSE
AGAP006241__SITE02,AGAP006241,primary,TRUE
AGAP006241__SITE03,AGAP006241,primary,FALSE
AGAP006241__SITE04,AGAP006241,primary,TRUE
AGAP006241__SITE05,AGAP006241,primary,TRUE
AGAP009782__SITE01,AGAP009782,primary,FALSE
AGAP009782__SITE02,AGAP009782,primary,FALSE
AGAP009782__SITE03,AGAP009782,primary,TRUE
AGAP009782__SITE04,AGAP009782,primary,FALSE
AGAP009782__SITE05,AGAP009782,primary,FALSE
AGAP002475__SITE01,AGAP002475,primary,TRUE
AGAP002475__SITE02,AGAP002475,primary,FALSE
AGAP002475__SITE03,AGAP002475,primary,FALSE
AGAP002475__SITE04,AGAP002475,primary,FALSE
AGAP002475__SITE05,AGAP002475,primary,FALSE
AGAP001526__SITE01,AGAP001526,primary,TRUE
AGAP001526__SITE02,AGAP001526,primary,FALSE
AGAP001526__SITE03,AGAP001526,primary,FALSE
AGAP001526__SITE04,AGAP001526,primary,FALSE
AGAP001526__SITE05,AGAP001526,primary,FALSE
AGAP008381__SITE01,AGAP008381,primary,FALSE
AGAP008381__SITE02,AGAP008381,primary,FALSE
AGAP008381__SITE03,AGAP008381,primary,FALSE
AGAP008381__SITE04,AGAP008381,primary,FALSE
AGAP008381__SITE05,AGAP008381,primary,FALSE
AGAP000399__SITE01,AGAP000399,primary,FALSE
AGAP000399__SITE02,AGAP000399,primary,TRUE
AGAP000399__SITE03,AGAP000399,primary,FALSE
AGAP000399__SITE04,AGAP000399,primary,TRUE
AGAP000399__SITE05,AGAP000399,primary,TRUE
AGAP010197__SITE01,AGAP010197,primary,TRUE
AGAP010197__SITE02,AGAP010197,primary,TRUE
AGAP010197__SITE03,AGAP010197,primary,FALSE
AGAP010197__SITE04,AGAP010197,primary,FALSE
AGAP010197__SITE05,AGAP010197,primary,FALSE
AGAP007855__SITE01,AGAP007855,primary,TRUE
AGAP007855__SITE02,AGAP007855,primary,TRUE
AGAP007855__SITE03,AGAP007855,primary,TRUE
AGAP007855__SITE04,AGAP007855,primary,TRUE
AGAP007855__SITE05,AGAP007855,primary,TRUE
AGAP005130__SITE01,AGAP005130,primary,FALSE
AGAP005130__SITE02,AGAP005130,primary,TRUE
AGAP005130__SITE03,AGAP005130,primary,TRUE
AGAP005130__SITE04,AGAP005130,primary,TRUE
AGAP005130__SITE05,AGAP005130,primary,FALSE
AGAP004962__SITE01,AGAP004962,primary,TRUE
AGAP004962__SITE02,AGAP004962,primary,FALSE
AGAP004962__SITE03,AGAP004962,primary,FALSE
AGAP004962__SITE04,AGAP004962,primary,FALSE
AGAP004962__SITE05,AGAP004962,primary,FALSE
AGAP003594__SITE01,AGAP003594,primary,TRUE
AGAP003594__SITE02,AGAP003594,primary,FALSE
AGAP003594__SITE03,AGAP003594,primary,TRUE
AGAP003594__SITE04,AGAP003594,primary,TRUE
AGAP003594__SITE05,AGAP003594,primary,FALSE
AGAP004729__SITE01,AGAP004729,primary,TRUE
AGAP004729__SITE02,AGAP004729,primary,TRUE
AGAP004729__SITE03,AGAP004729,primary,TRUE
AGAP004729__SITE04,AGAP004729,primary,TRUE
AGAP004729__SITE05,AGAP004729,primary,TRUE
AGAP007570__SITE01,AGAP007570,primary,FALSE
AGAP007570__SITE02,AGAP007570,primary,FALSE
AGAP007570__SITE03,AGAP007570,primary,FALSE
AGAP007570__SITE04,AGAP007570,primary,FALSE
AGAP007570__SITE05,AGAP007570,primary,FALSE
AGAP000627__SITE01,AGAP000627,primary,TRUE
AGAP000627__SITE02,AGAP000627,primary,TRUE
AGAP000627__SITE03,AGAP000627,primary,TRUE
AGAP000627__SITE04,AGAP000627,primary,TRUE
AGAP000627__SITE05,AGAP000627,primary,TRUE
AGAP009936__SITE01,AGAP009936,primary,FALSE
AGAP009936__SITE02,AGAP009936,primary,TRUE
AGAP009936__SITE03,AGAP009936,primary,TRUE
AGAP009936__SITE04,AGAP009936,primary,FALSE
AGAP009936__SITE05,AGAP009936,primary,FALSE
AGAP007938__SITE01,AGAP007938,primary,TRUE
AGAP007938__SITE02,AGAP007938,primary,TRUE
AGAP007938__SITE03,AGAP007938,primary,TRUE
AGAP007938__SITE04,AGAP007938,primary,TRUE
AGAP007938__SITE05,AGAP007938,primary,TRUE
AGAP004521__SITE01,AGAP004521,primary,FALSE
AGAP004521__SITE02,AGAP004521,primary,FALSE
AGAP004521__SITE03,AGAP004521,primary,TRUE
AGAP004521__SITE04,AGAP004521,primary,TRUE
AGAP004521__SITE05,AGAP004521,primary,FALSE
AGAP007729__SITE01,AGAP007729,primary,FALSE
AGAP007729__SITE02,AGAP007729,primary,TRUE
AGAP007729__SITE03,AGAP007729,primary,TRUE
AGAP007729__SITE04,AGAP007729,primary,TRUE
AGAP007729__SITE05,AGAP007729,primary,TRUE
AGAP012142__SITE01,AGAP012142,primary,FALSE
AGAP012142__SITE02,AGAP012142,primary,FALSE
AGAP012142__SITE03,AGAP012142,primary,TRUE
AGAP012142__SITE04,AGAP012142,primary,FALSE
AGAP012142__SITE05,AGAP012142,primary,TRUE
AGAP006233__SITE01,AGAP006233,primary,FALSE
AGAP006233__SITE02,AGAP006233,primary,FALSE
AGAP006233__SITE03,AGAP006233,primary,FALSE
AGAP006233__SITE04,AGAP006233,primary,FALSE
AGAP006233__SITE05,AGAP006233,primary,FALSE
AGAP004057__SITE01,AGAP004057,primary,FALSE
AGAP004057__SITE02,AGAP004057,primary,FALSE
AGAP004057__SITE03,AGAP004057,primary,FALSE
AGAP004057__SITE04,AGAP004057,primary,FALSE
AGAP004057__SITE05,AGAP004057,primary,FALSE
AGAP012991__SITE01,AGAP012991,primary,TRUE
AGAP012991__SITE02,AGAP012991,primary,TRUE
AGAP012991__SITE03,AGAP012991,primary,TRUE
AGAP012991__SITE04,AGAP012991,primary,FALSE
AGAP012991__SITE05,AGAP012991,primary,FALSE
AGAP004739__SITE01,AGAP004739,primary,FALSE
AGAP004739__SITE02,AGAP004739,primary,FALSE
AGAP004739__SITE03,AGAP004739,primary,FALSE
AGAP004739__SITE04,AGAP004739,primary,FALSE
AGAP004739__SITE05,AGAP004739,primary,TRUE
AGAP008578__SITE01,AGAP008578,primary,FALSE
AGAP008578__SITE02,AGAP008578,primary,FALSE
AGAP008578__SITE03,AGAP008578,primary,FALSE
AGAP008578__SITE04,AGAP008578,primary,TRUE
AGAP008578__SITE05,AGAP008578,primary,TRUE
AGAP010220__SITE01,AGAP010220,primary,TRUE
AGAP010220__SITE02,AGAP010220,primary,FALSE
AGAP010220__SITE03,AGAP010220,primary,FALSE
AGAP010220__SITE04,AGAP010220,primary,FALSE
AGAP010220__SITE05,AGAP010220,primary,FALSE
AGAP005920__SITE01,AGAP005920,primary,FALSE
AGAP005920__SITE02,AGAP005920,primary,TRUE
AGAP005920__SITE03,AGAP005920,primary,FALSE
AGAP005920__SITE04,AGAP005920,primary,TRUE
AGAP005920__SITE05,AGAP005920,primary,TRUE
AGAP001108__SITE01,AGAP001108,primary,TRUE
AGAP001108__SITE02,AGAP001108,primary,FALSE
AGAP001108__SITE03,AGAP001108,primary,FALSE
AGAP001108__SITE04,AGAP001108,primary,FALSE
AGAP001108__SITE05,AGAP001108,primary,TRUE
AGAP010453__SITE01,AGAP010453,primary,TRUE
AGAP010453__SITE02,AGAP010453,primary,FALSE
AGAP010453__SITE03,AGAP010453,primary,FALSE
AGAP010453__SITE04,AGAP010453,primary,FALSE
AGAP010453__SITE05,AGAP010453,primary,TRUE
AGAP006098__SITE01,AGAP006098,primary,TRUE
AGAP006098__SITE02,AGAP006098,primary,TRUE
AGAP006098__SITE03,AGAP006098,primary,FALSE
AGAP006098__SITE04,AGAP006098,primary,FALSE
AGAP006098__SITE05,AGAP006098,primary,FALSE
AGAP012461__SITE01,AGAP012461,primary,FALSE
AGAP012461__SITE02,AGAP012461,primary,FALSE
AGAP012461__SITE03,AGAP012461,primary,FALSE
AGAP012461__SITE04,AGAP012461,primary,FALSE
AGAP012461__SITE05,AGAP012461,primary,FALSE
AGAP006766__SITE01,AGAP006766,primary,TRUE
AGAP006766__SITE02,AGAP006766,primary,FALSE
AGAP006766__SITE03,AGAP006766,primary,TRUE
AGAP006766__SITE04,AGAP006766,primary,FALSE
AGAP006766__SITE05,AGAP006766,primary,FALSE
AGAP012499__SITE01,AGAP012499,primary,FALSE
AGAP012499__SITE02,AGAP012499,primary,FALSE
AGAP012499__SITE03,AGAP012499,primary,FALSE
AGAP012499__SITE04,AGAP012499,primary,FALSE
AGAP012499__SITE05,AGAP012499,primary,FALSE
AGAP007965__SITE01,AGAP007965,primary,FALSE
AGAP007965__SITE02,AGAP007965,primary,TRUE
AGAP007965__SITE03,AGAP007965,primary,FALSE
