population_site_id,primary_score,primary_class,recalculated_score,recalculated_class,abs_score_difference,class_matches
AGAP006766__SITE03,0.984999850760315,ROBUST,0.984999850760315,ROBUST,2.22044604925031e-16,TRUE
AGAP006766__SITE04,0.962908853170047,INTERMEDIATE,0.962908853170047,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP006766__SITE05,0.795865197820422,INTERMEDIATE,0.795865197820422,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP006935__SITE01,0.397360983642862,CONCERN,0.397360983642862,CONCERN,3.88578058618805e-16,TRUE
AGAP006935__SITE02,0.397574203259067,CONCERN,0.397574203259067,CONCERN,5.55111512312578e-17,TRUE
AGAP006935__SITE03,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP006935__SITE04,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP006935__SITE05,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP006939__SITE01,0.783470045605307,CONCERN,0.783470045605307,CONCERN,2.22044604925031e-16,TRUE
AGAP006939__SITE02,0.805559597844113,INTERMEDIATE,0.805559597844113,INTERMEDIATE,0,TRUE
AGAP006939__SITE03,0.956580847702481,INTERMEDIATE,0.956580847702481,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP006939__SITE04,0.958535611924848,INTERMEDIATE,0.958535611924848,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP006939__SITE05,0.76805941951732,INTERMEDIATE,0.76805941951732,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP006989__SITE01,0.994045175906183,ROBUST,0.994045175906183,ROBUST,2.22044604925031e-16,TRUE
AGAP006989__SITE02,0.883547187071887,INTERMEDIATE,0.883547187071887,INTERMEDIATE,0,TRUE
AGAP006989__SITE03,0.313258003460956,CONCERN,0.313258003460956,CONCERN,2.77555756156289e-16,TRUE
AGAP006989__SITE04,0.803820964348219,INTERMEDIATE,0.803820964348219,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP006989__SITE05,0.33178091684435,CONCERN,0.33178091684435,CONCERN,2.77555756156289e-16,TRUE
AGAP007031__SITE01,0.852956685209484,INTERMEDIATE,0.852956685209484,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007031__SITE02,0.852530245977074,INTERMEDIATE,0.852530245977074,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007031__SITE03,0.911260583727326,INTERMEDIATE,0.911260583727326,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007031__SITE04,0.912513248972529,INTERMEDIATE,0.912513248972529,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP007031__SITE05,0.988661472774467,ROBUST,0.988661472774468,ROBUST,7.7715611723761e-16,TRUE
AGAP007063__SITE01,0.775594290452499,INTERMEDIATE,0.775594290452499,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007063__SITE02,0.962461355195852,INTERMEDIATE,0.962461355195852,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007063__SITE03,0.929830482679769,INTERMEDIATE,0.929830482679769,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP007063__SITE04,0.180783582089552,CONCERN,0.180783582089552,CONCERN,2.4980018054066e-16,TRUE
AGAP007063__SITE05,0.180783582089552,CONCERN,0.180783582089552,CONCERN,2.4980018054066e-16,TRUE
AGAP007122__SITE01,0.990473640395904,ROBUST,0.990473640395904,ROBUST,1.11022302462516e-16,TRUE
AGAP007122__SITE02,0.98887548669695,ROBUST,0.98887548669695,ROBUST,0,TRUE
AGAP007122__SITE03,0.98887548669695,ROBUST,0.98887548669695,ROBUST,0,TRUE
AGAP007122__SITE04,0.994121428313917,ROBUST,0.994121428313917,ROBUST,2.22044604925031e-16,TRUE
AGAP007122__SITE05,0.996823371405881,ROBUST,0.996823371405881,ROBUST,3.33066907387547e-16,TRUE
AGAP007217__SITE01,0.966819797532484,INTERMEDIATE,0.966819797532484,INTERMEDIATE,0,TRUE
AGAP007217__SITE02,0.88780731138859,INTERMEDIATE,0.88780731138859,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007217__SITE03,0.257068790364945,CONCERN,0.257068790364946,CONCERN,5.55111512312578e-16,TRUE
AGAP007217__SITE04,0.933308740974218,INTERMEDIATE,0.933308740974218,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007217__SITE05,0.991352413978245,ROBUST,0.991352413978245,ROBUST,4.44089209850063e-16,TRUE
AGAP007280__SITE01,0.341054030443023,CONCERN,0.341054030443023,CONCERN,0,TRUE
AGAP007280__SITE02,0.842249003760198,INTERMEDIATE,0.842249003760198,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007280__SITE03,0.749379604174118,INTERMEDIATE,0.749379604174117,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP007280__SITE04,0.744102418673051,CONCERN,0.744102418673051,CONCERN,3.33066907387547e-16,TRUE
AGAP007280__SITE05,0.994483769020664,ROBUST,0.994483769020664,ROBUST,1.11022302462516e-16,TRUE
AGAP007333__SITE01,0.786972644892421,INTERMEDIATE,0.786972644892421,INTERMEDIATE,0,TRUE
AGAP007333__SITE02,0.993661935856432,ROBUST,0.993661935856432,ROBUST,1.11022302462516e-16,TRUE
AGAP007333__SITE03,0.924989199452359,INTERMEDIATE,0.924989199452359,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007333__SITE04,0.993520774105662,ROBUST,0.993520774105662,ROBUST,3.33066907387547e-16,TRUE
AGAP007333__SITE05,0.993520774105662,ROBUST,0.993520774105662,ROBUST,3.33066907387547e-16,TRUE
AGAP007365__SITE01,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP007365__SITE02,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP007365__SITE03,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP007365__SITE04,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP007365__SITE05,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP007413__SITE01,0.793229805741162,INTERMEDIATE,0.793229805741162,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007413__SITE02,0.89045779492621,INTERMEDIATE,0.89045779492621,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP007413__SITE03,0.990610170842569,ROBUST,0.990610170842569,ROBUST,4.44089209850063e-16,TRUE
AGAP007413__SITE04,0.962540567104631,INTERMEDIATE,0.962540567104631,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP007413__SITE05,0.363751924899313,CONCERN,0.363751924899313,CONCERN,0,TRUE
AGAP007570__SITE01,0.749494423486961,INTERMEDIATE,0.749494423486961,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007570__SITE02,0.569819011308921,CONCERN,0.569819011308921,CONCERN,0,TRUE
AGAP007570__SITE03,0.707177926597729,CONCERN,0.707177926597729,CONCERN,1.11022302462516e-16,TRUE
AGAP007570__SITE04,0.752292960082218,CONCERN,0.752292960082218,CONCERN,2.22044604925031e-16,TRUE
AGAP007570__SITE05,0.920984035222946,INTERMEDIATE,0.920984035222946,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007729__SITE01,0.957874679398041,INTERMEDIATE,0.957874679398041,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP007729__SITE02,0.997028175666235,ROBUST,0.997028175666235,ROBUST,4.44089209850063e-16,TRUE
AGAP007729__SITE03,1,ROBUST,1,ROBUST,0,TRUE
AGAP007729__SITE04,0.996632840917054,ROBUST,0.996632840917054,ROBUST,2.22044604925031e-16,TRUE
AGAP007729__SITE05,0.997495417258943,ROBUST,0.997495417258943,ROBUST,4.44089209850063e-16,TRUE
AGAP007775__SITE01,0.149626865671642,CONCERN,0.149626865671642,CONCERN,1.94289029309402e-16,TRUE
AGAP007775__SITE02,0.163459488272921,CONCERN,0.163459488272921,CONCERN,1.38777878078145e-16,TRUE
AGAP007775__SITE03,0.795534652050308,INTERMEDIATE,0.795534652050308,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP007775__SITE04,0.790679048468836,INTERMEDIATE,0.790679048468836,INTERMEDIATE,0,TRUE
AGAP007775__SITE05,0.895243175149892,INTERMEDIATE,0.895243175149892,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP007855__SITE01,0.97750744047619,ROBUST,0.97750744047619,ROBUST,3.33066907387547e-16,TRUE
AGAP007855__SITE02,0.995006037932033,ROBUST,0.995006037932033,ROBUST,0,TRUE
AGAP007855__SITE03,0.995006037932033,ROBUST,0.995006037932033,ROBUST,0,TRUE
AGAP007855__SITE04,0.988632577776701,ROBUST,0.988632577776701,ROBUST,2.22044604925031e-16,TRUE
AGAP007855__SITE05,0.987731169638819,ROBUST,0.987731169638819,ROBUST,0,TRUE
AGAP007896__SITE01,0.192625414593698,CONCERN,0.192625414593698,CONCERN,1.11022302462516e-16,TRUE
AGAP007896__SITE02,0.192198975361289,CONCERN,0.192198975361289,CONCERN,2.77555756156289e-16,TRUE
AGAP007896__SITE03,0.192625414593698,CONCERN,0.192625414593698,CONCERN,1.11022302462516e-16,TRUE
AGAP007896__SITE04,0.76902632999026,INTERMEDIATE,0.76902632999026,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP007896__SITE05,0.908191668147358,INTERMEDIATE,0.908191668147358,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP007938__SITE01,0.991504859959462,ROBUST,0.991504859959462,ROBUST,1.11022302462516e-16,TRUE
AGAP007938__SITE02,0.991158378083129,ROBUST,0.991158378083129,ROBUST,2.22044604925031e-16,TRUE
AGAP007938__SITE03,0.990916825036309,ROBUST,0.990916825036309,ROBUST,2.22044604925031e-16,TRUE
AGAP007938__SITE04,0.991682087398505,ROBUST,0.991682087398505,ROBUST,2.22044604925031e-16,TRUE
AGAP007938__SITE05,0.99165543494648,ROBUST,0.99165543494648,ROBUST,1.11022302462516e-16,TRUE
AGAP007965__SITE01,0.429222221083229,CONCERN,0.429222221083229,CONCERN,2.77555756156289e-16,TRUE
AGAP007965__SITE02,0.958094512556266,ROBUST,0.958094512556266,ROBUST,3.33066907387547e-16,TRUE
AGAP007965__SITE03,0.503917723751841,CONCERN,0.503917723751841,CONCERN,1.11022302462516e-16,TRUE
AGAP007965__SITE04,0.960348737532992,ROBUST,0.960348737532992,ROBUST,4.44089209850063e-16,TRUE
AGAP007965__SITE05,0.284078491471215,CONCERN,0.284078491471216,CONCERN,4.9960036108132e-16,TRUE
AGAP007999__SITE01,0.856662350128241,INTERMEDIATE,0.856662350128241,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP007999__SITE02,0.993864144136221,ROBUST,0.993864144136221,ROBUST,2.22044604925031e-16,TRUE
AGAP007999__SITE03,0.994370570637673,ROBUST,0.994370570637673,ROBUST,3.33066907387547e-16,TRUE
AGAP007999__SITE04,0.487470215315365,CONCERN,0.487470215315365,CONCERN,3.33066907387547e-16,TRUE
AGAP007999__SITE05,0.990256692258639,ROBUST,0.990256692258639,ROBUST,0,TRUE
AGAP008015__SITE01,0.826533311058579,INTERMEDIATE,0.826533311058579,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP008015__SITE02,0.716715383902276,CONCERN,0.716715383902276,CONCERN,4.44089209850063e-16,TRUE
AGAP008015__SITE03,0.975802927014825,INTERMEDIATE,0.975802927014825,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP008015__SITE04,0.99472304400616,ROBUST,0.99472304400616,ROBUST,3.33066907387547e-16,TRUE
AGAP008015__SITE05,0.701693136879704,CONCERN,0.701693136879704,CONCERN,2.22044604925031e-16,TRUE
AGAP008118__SITE01,0.947931904916412,INTERMEDIATE,0.947931904916411,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP008118__SITE02,0.392117658460942,CONCERN,0.392117658460942,CONCERN,5.55111512312578e-17,TRUE
AGAP008118__SITE03,0.996448995318439,ROBUST,0.996448995318439,ROBUST,1.11022302462516e-16,TRUE
AGAP008118__SITE04,0.989857107821056,ROBUST,0.989857107821056,ROBUST,3.33066907387547e-16,TRUE
AGAP008118__SITE05,0.815699404761905,INTERMEDIATE,0.815699404761905,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP008191__SITE01,0.823592388407342,INTERMEDIATE,0.823592388407342,INTERMEDIATE,0,TRUE
AGAP008191__SITE02,0.990344736243469,ROBUST,0.99034473624347,ROBUST,6.66133814775094e-16,TRUE
AGAP008191__SITE03,0.150533049040512,CONCERN,0.150533049040512,CONCERN,2.77555756156289e-16,TRUE
AGAP008191__SITE04,0.150746268656716,CONCERN,0.150746268656716,CONCERN,4.16333634234434e-16,TRUE
AGAP008191__SITE05,0.150692963752665,CONCERN,0.150692963752665,CONCERN,2.22044604925031e-16,TRUE
AGAP008381__SITE01,0.573309568230277,CONCERN,0.573309568230277,CONCERN,0,TRUE
AGAP008381__SITE02,0.57274986673774,CONCERN,0.57274986673774,CONCERN,1.11022302462516e-16,TRUE
AGAP008381__SITE03,0.572829824093817,CONCERN,0.572829824093817,CONCERN,2.22044604925031e-16,TRUE
AGAP008381__SITE04,0.761270544598436,INTERMEDIATE,0.761270544598437,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP008381__SITE05,0.696227964803748,CONCERN,0.696227964803748,CONCERN,1.11022302462516e-16,TRUE
AGAP008578__SITE01,0.954332586153482,INTERMEDIATE,0.954332586153481,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP008578__SITE02,0.955364680147796,INTERMEDIATE,0.955364680147796,INTERMEDIATE,0,TRUE
AGAP008578__SITE03,0.928071611487104,INTERMEDIATE,0.928071611487104,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP008578__SITE04,0.995165711844816,ROBUST,0.995165711844816,ROBUST,3.33066907387547e-16,TRUE
AGAP008578__SITE05,0.994222198864831,ROBUST,0.994222198864831,ROBUST,2.22044604925031e-16,TRUE
AGAP009048__SITE01,0.943696592793608,ROBUST,0.943696592793608,ROBUST,2.22044604925031e-16,TRUE
AGAP009048__SITE02,0.980706005230259,ROBUST,0.980706005230259,ROBUST,0,TRUE
AGAP009048__SITE03,0.986658561488623,ROBUST,0.986658561488623,ROBUST,1.11022302462516e-16,TRUE
AGAP009048__SITE04,0.988439469320066,ROBUST,0.988439469320067,ROBUST,4.44089209850063e-16,TRUE
AGAP009048__SITE05,0.865451920006592,INTERMEDIATE,0.865451920006592,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP009091__SITE01,0.979592949287446,INTERMEDIATE,0.979592949287446,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP009091__SITE02,0.989729449110362,ROBUST,0.989729449110362,ROBUST,4.44089209850063e-16,TRUE
AGAP009091__SITE03,0.985233033614366,ROBUST,0.985233033614366,ROBUST,4.44089209850063e-16,TRUE
AGAP009091__SITE04,0.637904359839994,CONCERN,0.637904359839994,CONCERN,2.22044604925031e-16,TRUE
AGAP009091__SITE05,0.940134668917318,INTERMEDIATE,0.940134668917318,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP009232__SITE01,0.98573689473876,ROBUST,0.98573689473876,ROBUST,4.44089209850063e-16,TRUE
AGAP009232__SITE02,0.530752558749294,CONCERN,0.530752558749294,CONCERN,1.11022302462516e-16,TRUE
AGAP009232__SITE03,0.530486034229038,CONCERN,0.530486034229038,CONCERN,1.11022302462516e-16,TRUE
AGAP009232__SITE04,0.884971829887672,INTERMEDIATE,0.884971829887672,INTERMEDIATE,0,TRUE
AGAP009232__SITE05,0.956819395852728,INTERMEDIATE,0.956819395852728,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP009338__SITE01,0.753275874150375,INTERMEDIATE,0.753275874150375,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP009338__SITE02,0.776272667459803,INTERMEDIATE,0.776272667459803,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP009338__SITE03,0.741309414367088,INTERMEDIATE,0.741309414367088,INTERMEDIATE,0,TRUE
AGAP009338__SITE04,0.152425373134328,CONCERN,0.152425373134328,CONCERN,3.60822483003176e-16,TRUE
AGAP009338__SITE05,0.784972582936567,INTERMEDIATE,0.784972582936567,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP009488__SITE01,0.883370794835347,INTERMEDIATE,0.883370794835347,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP009488__SITE02,0.997600564007659,ROBUST,0.997600564007659,ROBUST,1.11022302462516e-16,TRUE
AGAP009488__SITE03,0.987048022796814,ROBUST,0.987048022796814,ROBUST,2.22044604925031e-16,TRUE
AGAP009488__SITE04,0.987048022796814,ROBUST,0.987048022796814,ROBUST,2.22044604925031e-16,TRUE
AGAP009488__SITE05,0.979859867330017,ROBUST,0.979859867330017,ROBUST,3.33066907387547e-16,TRUE
AGAP009515__SITE01,0.954347826086956,UNRESOLVED_ACCESSIBILITY,0.954347826086956,UNRESOLVED_ACCESSIBILITY,4.44089209850063e-16,TRUE
AGAP009515__SITE02,0.986663700727133,ROBUST,0.986663700727134,ROBUST,5.55111512312578e-16,TRUE
AGAP009515__SITE03,0.768116115849325,CONCERN,0.768116115849325,CONCERN,2.22044604925031e-16,TRUE
AGAP009515__SITE04,1,ROBUST,1,ROBUST,0,TRUE
AGAP009515__SITE05,0.997682463105349,ROBUST,0.997682463105349,ROBUST,4.44089209850063e-16,TRUE
AGAP009600__SITE01,0.841023963238435,INTERMEDIATE,0.841023963238434,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP009600__SITE02,0.994244096546254,ROBUST,0.994244096546254,ROBUST,0,TRUE
AGAP009600__SITE03,0.851600016223232,INTERMEDIATE,0.851600016223232,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP009600__SITE04,0.840919915175675,INTERMEDIATE,0.840919915175675,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP009600__SITE05,0.984993375513736,ROBUST,0.984993375513736,ROBUST,4.44089209850063e-16,TRUE
AGAP009782__SITE01,0.150373134328358,CONCERN,0.150373134328358,CONCERN,2.22044604925031e-16,TRUE
AGAP009782__SITE02,0.150319829424307,CONCERN,0.150319829424307,CONCERN,2.77555756156289e-17,TRUE
AGAP009782__SITE03,0.994304528591986,ROBUST,0.994304528591986,ROBUST,0,TRUE
AGAP009782__SITE04,0.917123858233122,INTERMEDIATE,0.917123858233122,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP009782__SITE05,0.659586618191096,CONCERN,0.659586618191096,CONCERN,0,TRUE
AGAP009792__SITE01,0.910314922576272,INTERMEDIATE,0.910314922576272,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP009792__SITE02,0.990164415442914,ROBUST,0.990164415442914,ROBUST,1.11022302462516e-16,TRUE
AGAP009792__SITE03,0.288479467955255,CONCERN,0.288479467955255,CONCERN,1.66533453693773e-16,TRUE
AGAP009792__SITE04,0.56807535126565,CONCERN,0.56807535126565,CONCERN,2.22044604925031e-16,TRUE
AGAP009792__SITE05,0.836789601101635,INTERMEDIATE,0.836789601101635,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP009921__SITE01,0.989023999719711,ROBUST,0.989023999719711,ROBUST,3.33066907387547e-16,TRUE
AGAP009921__SITE02,0.995698854194821,ROBUST,0.995698854194821,ROBUST,2.22044604925031e-16,TRUE
AGAP009921__SITE03,0.997219887879443,ROBUST,0.997219887879443,ROBUST,2.22044604925031e-16,TRUE
AGAP009921__SITE04,0.869360702887611,INTERMEDIATE,0.869360702887611,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP009921__SITE05,0.94220079181557,INTERMEDIATE,0.94220079181557,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP009936__SITE01,0.640281232725263,CONCERN,0.640281232725263,CONCERN,5.55111512312578e-16,TRUE
AGAP009936__SITE02,0.99496180284443,ROBUST,0.994961802844429,ROBUST,4.44089209850063e-16,TRUE
AGAP009936__SITE03,0.99496180284443,ROBUST,0.994961802844429,ROBUST,4.44089209850063e-16,TRUE
AGAP009936__SITE04,0.957498764191861,INTERMEDIATE,0.957498764191861,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP009936__SITE05,0.956113058790298,INTERMEDIATE,0.956113058790297,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP010175__SITE01,0.855678807051698,INTERMEDIATE,0.855678807051698,INTERMEDIATE,0,TRUE
AGAP010175__SITE02,0.962681486931539,INTERMEDIATE,0.96268148693154,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP010175__SITE03,0.962681486931539,INTERMEDIATE,0.96268148693154,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP010175__SITE04,0.995520698139736,ROBUST,0.995520698139736,ROBUST,2.22044604925031e-16,TRUE
AGAP010175__SITE05,0.923175787728027,INTERMEDIATE,0.923175787728027,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP010197__SITE01,0.995882904318985,ROBUST,0.995882904318985,ROBUST,0,TRUE
AGAP010197__SITE02,0.998757056468499,ROBUST,0.998757056468499,ROBUST,4.44089209850063e-16,TRUE
AGAP010197__SITE03,0.815571991234305,INTERMEDIATE,0.815571991234305,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010197__SITE04,0.218277341286525,CONCERN,0.218277341286525,CONCERN,2.77555756156289e-17,TRUE
AGAP010197__SITE05,0.218277341286525,CONCERN,0.218277341286525,CONCERN,2.77555756156289e-17,TRUE
AGAP010219__SITE01,0.94033380550949,INTERMEDIATE,0.94033380550949,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP010219__SITE02,0.974801941380056,ROBUST,0.974801941380056,ROBUST,1.11022302462516e-16,TRUE
AGAP010219__SITE03,0.990737001457516,ROBUST,0.990737001457516,ROBUST,3.33066907387547e-16,TRUE
AGAP010219__SITE04,0.88135169224301,INTERMEDIATE,0.88135169224301,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP010219__SITE05,0.99937852823425,ROBUST,0.99937852823425,ROBUST,5.55111512312578e-16,TRUE
AGAP010220__SITE01,0.99078724964919,ROBUST,0.99078724964919,ROBUST,1.11022302462516e-16,TRUE
AGAP010220__SITE02,0.848730244424485,INTERMEDIATE,0.848730244424485,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010220__SITE03,0.848730244424485,INTERMEDIATE,0.848730244424485,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010220__SITE04,0.754280605899076,CONCERN,0.754280605899076,CONCERN,2.22044604925031e-16,TRUE
AGAP010220__SITE05,0.754280605899076,CONCERN,0.754280605899076,CONCERN,2.22044604925031e-16,TRUE
AGAP010313__SITE01,0.998409447328575,ROBUST,0.998409447328574,ROBUST,5.55111512312578e-16,TRUE
AGAP010313__SITE02,0.998660159026297,ROBUST,0.998660159026297,ROBUST,1.11022302462516e-16,TRUE
AGAP010313__SITE03,0.998660159026297,ROBUST,0.998660159026297,ROBUST,1.11022302462516e-16,TRUE
AGAP010313__SITE04,0.99892540663685,ROBUST,0.99892540663685,ROBUST,4.44089209850063e-16,TRUE
AGAP010313__SITE05,0.998409447328575,ROBUST,0.998409447328574,ROBUST,5.55111512312578e-16,TRUE
AGAP010380__SITE01,1,ROBUST,1,ROBUST,0,TRUE
AGAP010380__SITE02,1,ROBUST,1,ROBUST,0,TRUE
AGAP010380__SITE03,0.903820873881508,INTERMEDIATE,0.903820873881508,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP010380__SITE04,0.957980181510032,INTERMEDIATE,0.957980181510032,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010380__SITE05,0.258901918976546,CONCERN,0.258901918976546,CONCERN,5.55111512312578e-17,TRUE
AGAP010453__SITE01,0.983728749569383,ROBUST,0.983728749569383,ROBUST,3.33066907387547e-16,TRUE
AGAP010453__SITE02,0.885134111058024,INTERMEDIATE,0.885134111058024,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP010453__SITE03,0.931472807095475,INTERMEDIATE,0.931472807095475,INTERMEDIATE,0,TRUE
AGAP010453__SITE04,0.931472807095475,INTERMEDIATE,0.931472807095475,INTERMEDIATE,0,TRUE
AGAP010453__SITE05,0.994781900357368,ROBUST,0.994781900357368,ROBUST,0,TRUE
AGAP010711__SITE01,0.99078724964919,ROBUST,0.99078724964919,ROBUST,1.11022302462516e-16,TRUE
AGAP010711__SITE02,0.99078724964919,ROBUST,0.99078724964919,ROBUST,1.11022302462516e-16,TRUE
AGAP010711__SITE03,0.987866758340801,ROBUST,0.987866758340801,ROBUST,0,TRUE
AGAP010711__SITE04,0.96019570157262,INTERMEDIATE,0.96019570157262,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP010711__SITE05,0.960355616284773,INTERMEDIATE,0.960355616284773,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010722__SITE01,0.413389497111512,CONCERN,0.413389497111512,CONCERN,1.66533453693773e-16,TRUE
AGAP010722__SITE02,0.886905281189625,INTERMEDIATE,0.886905281189625,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010722__SITE03,0.993882408609128,ROBUST,0.993882408609128,ROBUST,3.33066907387547e-16,TRUE
AGAP010722__SITE04,0.95597403943486,INTERMEDIATE,0.95597403943486,INTERMEDIATE,3.33066907387547e-16,TRUE
AGAP010722__SITE05,0.50248289800995,CONCERN,0.50248289800995,CONCERN,2.22044604925031e-16,TRUE
AGAP011204__SITE01,0.803433022516816,INTERMEDIATE,0.803433022516816,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP011204__SITE02,0.787653615334302,INTERMEDIATE,0.787653615334302,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP011204__SITE03,0.584597625227898,CONCERN,0.584597625227898,CONCERN,2.22044604925031e-16,TRUE
AGAP011204__SITE04,0.663824424075276,CONCERN,0.663824424075276,CONCERN,2.22044604925031e-16,TRUE
AGAP011204__SITE05,0.78466778426707,INTERMEDIATE,0.784667784267071,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP011377__SITE01,0.175436675319057,CONCERN,0.175436675319057,CONCERN,1.11022302462516e-16,TRUE
AGAP011377__SITE02,0.218383585734332,CONCERN,0.218383585734332,CONCERN,2.77555756156289e-17,TRUE
AGAP011377__SITE03,0.355954618834322,CONCERN,0.355954618834322,CONCERN,3.33066907387547e-16,TRUE
AGAP011377__SITE04,0.775934081533327,INTERMEDIATE,0.775934081533327,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP011377__SITE05,0.930653762437811,INTERMEDIATE,0.930653762437811,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP011849__SITE01,0.992425610045013,ROBUST,0.992425610045013,ROBUST,2.22044604925031e-16,TRUE
AGAP011849__SITE02,0.174067164179104,CONCERN,0.174067164179104,CONCERN,4.71844785465692e-16,TRUE
AGAP011849__SITE03,0.756784944969768,INTERMEDIATE,0.756784944969768,INTERMEDIATE,1.11022302462516e-16,TRUE
AGAP011849__SITE04,0.756811959547501,INTERMEDIATE,0.756811959547501,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP011849__SITE05,0.993079314963643,ROBUST,0.993079314963643,ROBUST,4.44089209850063e-16,TRUE
AGAP011938__SITE01,0.850937587900599,INTERMEDIATE,0.850937587900599,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP011938__SITE02,0.85099089280465,INTERMEDIATE,0.85099089280465,INTERMEDIATE,2.22044604925031e-16,TRUE
