gene_id,portfolio_size,portfolio_site_ids,n_sites_callable,portfolio_span_bp,global_at_least_one_intact_fraction,population_q10_at_least_one_intact,population_breadth_ge_0_95,global_all_targets_intact_fraction,populations_assessed,multiplex_robustness_score,portfolio_rank_within_gene_size
AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,2,517,1,1,1,0.933901918976546,10,1,7
AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,2,678,1,1,1,0.94456289978678,10,1,8
AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,2,683,1,1,1,0.94456289978678,10,1,9
AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,2,28,0.989872068230277,0.922339743589744,0.9,0.989872068230277,10,0.960625164015089,10
AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,3,325,1,1,1,0.942963752665245,10,1,1
AGAP004239,3,AGAP004239__SITE03;AGAP004239__SITE04;AGAP004239__SITE05,3,381,1,1,1,0.85181236673774,10,1,2
AGAP004239,3,AGAP004239__SITE02;AGAP004239__SITE03;AGAP004239__SITE04,3,512,1,1,1,0.886993603411514,10,1,3
AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,3,517,1,1,1,0.933901918976546,10,1,4
AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,3,517,1,1,1,0.886993603411514,10,1,5
AGAP004239,3,AGAP004239__SITE02;AGAP004239__SITE03;AGAP004239__SITE05,3,678,1,1,1,0.897654584221748,10,1,6
AGAP004239,3,AGAP004239__SITE02;AGAP004239__SITE04;AGAP004239__SITE05,3,678,1,1,1,0.888592750533049,10,1,7
AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,3,683,1,1,1,0.94456289978678,10,1,8
AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,3,683,1,1,1,0.897654584221748,10,1,9
AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,3,683,1,1,1,0.888592750533049,10,1,10
AGAP004467,2,AGAP004467__SITE01;AGAP004467__SITE02,2,66,1,1,1,0.86727078891258,10,1,1
AGAP004467,2,AGAP004467__SITE01;AGAP004467__SITE03,2,69,1,1,1,0.86727078891258,10,1,2
AGAP004467,2,AGAP004467__SITE03;AGAP004467__SITE04,2,71,1,1,1,0.848081023454158,10,1,3
AGAP004467,2,AGAP004467__SITE02;AGAP004467__SITE04,2,74,1,1,1,0.848081023454158,10,1,4
AGAP004467,2,AGAP004467__SITE03;AGAP004467__SITE05,2,82,1,1,1,0.850746268656716,10,1,5
AGAP004467,2,AGAP004467__SITE02;AGAP004467__SITE05,2,85,1,1,1,0.850746268656716,10,1,6
AGAP004467,2,AGAP004467__SITE01;AGAP004467__SITE04,2,117,1,1,1,0.953091684434968,10,1,7
AGAP004467,2,AGAP004467__SITE01;AGAP004467__SITE05,2,128,1,1,1,0.955756929637527,10,1,8
AGAP004467,2,AGAP004467__SITE04;AGAP004467__SITE05,2,34,0.969616204690831,0.806089743589744,0.9,0.966950959488273,10,0.913596645891422,9
AGAP004467,2,AGAP004467__SITE02;AGAP004467__SITE03,2,26,0.881130063965885,0.76634460547504,0.3,0.881130063965885,10,0.788581420022043,10
AGAP004467,3,AGAP004467__SITE01;AGAP004467__SITE02;AGAP004467__SITE03,3,69,1,1,1,0.86727078891258,10,1,1
AGAP004467,3,AGAP004467__SITE02;AGAP004467__SITE03;AGAP004467__SITE04,3,74,1,1,1,0.848081023454158,10,1,2
AGAP004467,3,AGAP004467__SITE03;AGAP004467__SITE04;AGAP004467__SITE05,3,82,1,1,1,0.848081023454158,10,1,3
AGAP004467,3,AGAP004467__SITE02;AGAP004467__SITE03;AGAP004467__SITE05,3,85,1,1,1,0.850746268656716,10,1,4
AGAP004467,3,AGAP004467__SITE02;AGAP004467__SITE04;AGAP004467__SITE05,3,85,1,1,1,0.848081023454158,10,1,5
AGAP004467,3,AGAP004467__SITE01;AGAP004467__SITE02;AGAP004467__SITE04,3,117,1,1,1,0.834221748400853,10,1,6
AGAP004467,3,AGAP004467__SITE01;AGAP004467__SITE03;AGAP004467__SITE04,3,117,1,1,1,0.834221748400853,10,1,7
AGAP004467,3,AGAP004467__SITE01;AGAP004467__SITE02;AGAP004467__SITE05,3,128,1,1,1,0.836886993603412,10,1,8
AGAP004467,3,AGAP004467__SITE01;AGAP004467__SITE03;AGAP004467__SITE05,3,128,1,1,1,0.836886993603412,10,1,9
AGAP004467,3,AGAP004467__SITE01;AGAP004467__SITE04;AGAP004467__SITE05,3,128,1,1,1,0.953091684434968,10,1,10
AGAP004502,2,AGAP004502__SITE02;AGAP004502__SITE03,2,38,1,1,1,0.98454157782516,10,1,1
AGAP004502,2,AGAP004502__SITE01;AGAP004502__SITE02,2,96,1,1,1,0.997334754797441,10,1,2
AGAP004502,2,AGAP004502__SITE01;AGAP004502__SITE03,2,111,1,1,1,0.981876332622601,10,1,3
AGAP004502,2,AGAP004502__SITE03;AGAP004502__SITE04,2,198,1,1,1,0.984008528784648,10,1,4
AGAP004502,2,AGAP004502__SITE02;AGAP004502__SITE04,2,213,1,1,1,0.999466950959488,10,1,5
AGAP004502,2,AGAP004502__SITE04;AGAP004502__SITE05,2,218,1,1,1,0.994136460554371,10,1,6
AGAP004502,2,AGAP004502__SITE01;AGAP004502__SITE04,2,286,1,1,1,0.99680170575693,10,1,7
AGAP004502,2,AGAP004502__SITE03;AGAP004502__SITE05,2,393,1,1,1,0.979211087420043,10,1,8
AGAP004502,2,AGAP004502__SITE02;AGAP004502__SITE05,2,408,1,1,1,0.994669509594883,10,1,9
AGAP004502,2,AGAP004502__SITE01;AGAP004502__SITE05,2,481,1,1,1,0.992004264392324,10,1,10
AGAP004502,3,AGAP004502__SITE01;AGAP004502__SITE02;AGAP004502__SITE03,3,111,1,1,1,0.981876332622601,10,1,1
AGAP004502,3,AGAP004502__SITE02;AGAP004502__SITE03;AGAP004502__SITE04,3,213,1,1,1,0.984008528784648,10,1,2
AGAP004502,3,AGAP004502__SITE01;AGAP004502__SITE02;AGAP004502__SITE04,3,286,1,1,1,0.99680170575693,10,1,3
AGAP004502,3,AGAP004502__SITE01;AGAP004502__SITE03;AGAP004502__SITE04,3,286,1,1,1,0.98134328358209,10,1,4
AGAP004502,3,AGAP004502__SITE03;AGAP004502__SITE04;AGAP004502__SITE05,3,393,1,1,1,0.978678038379531,10,1,5
AGAP004502,3,AGAP004502__SITE02;AGAP004502__SITE03;AGAP004502__SITE05,3,408,1,1,1,0.979211087420043,10,1,6
AGAP004502,3,AGAP004502__SITE02;AGAP004502__SITE04;AGAP004502__SITE05,3,408,1,1,1,0.994136460554371,10,1,7
AGAP004502,3,AGAP004502__SITE01;AGAP004502__SITE02;AGAP004502__SITE05,3,481,1,1,1,0.992004264392324,10,1,8
AGAP004502,3,AGAP004502__SITE01;AGAP004502__SITE03;AGAP004502__SITE05,3,481,1,1,1,0.976545842217484,10,1,9
AGAP004502,3,AGAP004502__SITE01;AGAP004502__SITE04;AGAP004502__SITE05,3,481,1,1,1,0.991471215351812,10,1,10
AGAP004521,2,AGAP004521__SITE02;AGAP004521__SITE03,2,164,0.996268656716418,0.991965788840789,1,0.814498933901919,10,0.995350930682087,1
AGAP004521,2,AGAP004521__SITE02;AGAP004521__SITE04,2,168,0.996268656716418,0.991965788840789,1,0.814498933901919,10,0.995350930682087,2
AGAP004521,2,AGAP004521__SITE02;AGAP004521__SITE05,2,177,0.996268656716418,0.991965788840789,1,0.815565031982942,10,0.995350930682087,3
AGAP004521,2,AGAP004521__SITE01;AGAP004521__SITE03,2,324,0.993603411513859,0.986758824552252,1,0.578891257995736,10,0.992189694273991,4
AGAP004521,2,AGAP004521__SITE01;AGAP004521__SITE04,2,328,0.993603411513859,0.986758824552252,1,0.578891257995736,10,0.992189694273991,5
AGAP004521,2,AGAP004521__SITE01;AGAP004521__SITE05,2,337,0.993603411513859,0.986758824552252,1,0.579957356076759,10,0.992189694273991,6
AGAP004521,2,AGAP004521__SITE04;AGAP004521__SITE05,2,32,0.982942430703625,0.962587224906066,1,0.981876332622601,10,0.978541625893994,7
AGAP004521,2,AGAP004521__SITE03;AGAP004521__SITE05,2,36,0.982942430703625,0.962587224906066,1,0.981876332622601,10,0.978541625893994,8
AGAP004521,2,AGAP004521__SITE03;AGAP004521__SITE04,2,27,0.981876332622601,0.961352657004831,1,0.981876332622601,10,0.97753159667501,9
AGAP004521,2,AGAP004521__SITE01;AGAP004521__SITE02,2,183,0.91044776119403,0.677579365079365,0.4,0.509061833688699,10,0.789542466240227,10
AGAP004521,3,AGAP004521__SITE02;AGAP004521__SITE03;AGAP004521__SITE04,3,168,0.996268656716418,0.991965788840789,1,0.814498933901919,10,0.995350930682087,1
AGAP004521,3,AGAP004521__SITE02;AGAP004521__SITE03;AGAP004521__SITE05,3,177,0.996268656716418,0.991965788840789,1,0.814498933901919,10,0.995350930682087,2
AGAP004521,3,AGAP004521__SITE02;AGAP004521__SITE04;AGAP004521__SITE05,3,177,0.996268656716418,0.991965788840789,1,0.814498933901919,10,0.995350930682087,3
AGAP004521,3,AGAP004521__SITE01;AGAP004521__SITE02;AGAP004521__SITE03,3,324,0.996268656716418,0.991965788840789,1,0.497334754797441,10,0.995350930682087,4
AGAP004521,3,AGAP004521__SITE01;AGAP004521__SITE02;AGAP004521__SITE04,3,328,0.996268656716418,0.991965788840789,1,0.497334754797441,10,0.995350930682087,5
AGAP004521,3,AGAP004521__SITE01;AGAP004521__SITE02;AGAP004521__SITE05,3,337,0.996268656716418,0.991965788840789,1,0.498400852878465,10,0.995350930682087,6
AGAP004521,3,AGAP004521__SITE01;AGAP004521__SITE03;AGAP004521__SITE04,3,328,0.993603411513859,0.986758824552252,1,0.578891257995736,10,0.992189694273991,7
AGAP004521,3,AGAP004521__SITE01;AGAP004521__SITE03;AGAP004521__SITE05,3,337,0.993603411513859,0.986758824552252,1,0.578891257995736,10,0.992189694273991,8
AGAP004521,3,AGAP004521__SITE01;AGAP004521__SITE04;AGAP004521__SITE05,3,337,0.993603411513859,0.986758824552252,1,0.578891257995736,10,0.992189694273991,9
AGAP004521,3,AGAP004521__SITE03;AGAP004521__SITE04;AGAP004521__SITE05,3,36,0.982942430703625,0.962587224906066,1,0.981876332622601,10,0.978541625893994,10
AGAP004685,2,AGAP004685__SITE04;AGAP004685__SITE05,2,423,1,1,1,0.999466950959488,10,1,1
AGAP004699,2,AGAP004699__SITE04;AGAP004699__SITE05,2,65,1,1,1,1,10,1,1
AGAP004699,2,AGAP004699__SITE02;AGAP004699__SITE03,2,140,1,1,1,0.998933901918977,10,1,2
AGAP004699,2,AGAP004699__SITE01;AGAP004699__SITE03,2,143,1,1,1,0.998933901918977,10,1,3
AGAP004699,2,AGAP004699__SITE03;AGAP004699__SITE04,2,386,1,1,1,1,10,1,4
AGAP004699,2,AGAP004699__SITE03;AGAP004699__SITE05,2,428,1,1,1,1,10,1,5
AGAP004699,2,AGAP004699__SITE02;AGAP004699__SITE04,2,503,1,1,1,0.998933901918977,10,1,6
AGAP004699,2,AGAP004699__SITE01;AGAP004699__SITE04,2,506,1,1,1,0.998933901918977,10,1,7
AGAP004699,2,AGAP004699__SITE02;AGAP004699__SITE05,2,545,1,1,1,0.998933901918977,10,1,8
AGAP004699,2,AGAP004699__SITE01;AGAP004699__SITE05,2,548,1,1,1,0.998933901918977,10,1,9
AGAP004699,2,AGAP004699__SITE01;AGAP004699__SITE02,2,26,0.998933901918977,0.991880341880342,1,0.998933901918977,10,0.996924443715488,10
AGAP004699,3,AGAP004699__SITE01;AGAP004699__SITE02;AGAP004699__SITE03,3,143,1,1,1,0.998933901918977,10,1,1
AGAP004699,3,AGAP004699__SITE03;AGAP004699__SITE04;AGAP004699__SITE05,3,428,1,1,1,1,10,1,2
AGAP004699,3,AGAP004699__SITE02;AGAP004699__SITE03;AGAP004699__SITE04,3,503,1,1,1,0.998933901918977,10,1,3
AGAP004699,3,AGAP004699__SITE01;AGAP004699__SITE02;AGAP004699__SITE04,3,506,1,1,1,0.998933901918977,10,1,4
AGAP004699,3,AGAP004699__SITE01;AGAP004699__SITE03;AGAP004699__SITE04,3,506,1,1,1,0.998933901918977,10,1,5
AGAP004699,3,AGAP004699__SITE02;AGAP004699__SITE03;AGAP004699__SITE05,3,545,1,1,1,0.998933901918977,10,1,6
AGAP004699,3,AGAP004699__SITE02;AGAP004699__SITE04;AGAP004699__SITE05,3,545,1,1,1,0.998933901918977,10,1,7
AGAP004699,3,AGAP004699__SITE01;AGAP004699__SITE02;AGAP004699__SITE05,3,548,1,1,1,0.998933901918977,10,1,8
AGAP004699,3,AGAP004699__SITE01;AGAP004699__SITE03;AGAP004699__SITE05,3,548,1,1,1,0.998933901918977,10,1,9
AGAP004699,3,AGAP004699__SITE01;AGAP004699__SITE04;AGAP004699__SITE05,3,548,1,1,1,0.998933901918977,10,1,10
AGAP004729,2,AGAP004729__SITE04;AGAP004729__SITE05,2,32,1,1,1,1,10,1,1
AGAP004729,2,AGAP004729__SITE03;AGAP004729__SITE04,2,33,1,1,1,1,10,1,2
AGAP004729,2,AGAP004729__SITE02;AGAP004729__SITE03,2,41,1,1,1,0.998933901918977,10,1,3
AGAP004729,2,AGAP004729__SITE03;AGAP004729__SITE05,2,42,1,1,1,1,10,1,4
AGAP004729,2,AGAP004729__SITE01;AGAP004729__SITE03,2,50,1,1,1,0.999466950959488,10,1,5
AGAP004729,2,AGAP004729__SITE02;AGAP004729__SITE04,2,51,1,1,1,0.998933901918977,10,1,6
AGAP004729,2,AGAP004729__SITE01;AGAP004729__SITE04,2,60,1,1,1,0.999466950959488,10,1,7
AGAP004729,2,AGAP004729__SITE02;AGAP004729__SITE05,2,60,1,1,1,0.998933901918977,10,1,8
AGAP004729,2,AGAP004729__SITE01;AGAP004729__SITE05,2,69,1,1,1,0.999466950959488,10,1,9
AGAP004729,2,AGAP004729__SITE01;AGAP004729__SITE02,2,32,0.999466950959488,0.986805555555556,1,0.998933901918977,10,0.99572183724236,10
AGAP004729,3,AGAP004729__SITE03;AGAP004729__SITE04;AGAP004729__SITE05,3,42,1,1,1,1,10,1,1
AGAP004729,3,AGAP004729__SITE01;AGAP004729__SITE02;AGAP004729__SITE03,3,50,1,1,1,0.998933901918977,10,1,2
AGAP004729,3,AGAP004729__SITE02;AGAP004729__SITE03;AGAP004729__SITE04,3,51,1,1,1,0.998933901918977,10,1,3
AGAP004729,3,AGAP004729__SITE01;AGAP004729__SITE02;AGAP004729__SITE04,3,60,1,1,1,0.998933901918977,10,1,4
AGAP004729,3,AGAP004729__SITE01;AGAP004729__SITE03;AGAP004729__SITE04,3,60,1,1,1,0.999466950959488,10,1,5
AGAP004729,3,AGAP004729__SITE02;AGAP004729__SITE03;AGAP004729__SITE05,3,60,1,1,1,0.998933901918977,10,1,6
AGAP004729,3,AGAP004729__SITE02;AGAP004729__SITE04;AGAP004729__SITE05,3,60,1,1,1,0.998933901918977,10,1,7
AGAP004729,3,AGAP004729__SITE01;AGAP004729__SITE02;AGAP004729__SITE05,3,69,1,1,1,0.998933901918977,10,1,8
AGAP004729,3,AGAP004729__SITE01;AGAP004729__SITE03;AGAP004729__SITE05,3,69,1,1,1,0.999466950959488,10,1,9
AGAP004729,3,AGAP004729__SITE01;AGAP004729__SITE04;AGAP004729__SITE05,3,69,1,1,1,0.999466950959488,10,1,10
AGAP004739,2,AGAP004739__SITE03;AGAP004739__SITE04,2,27,1,1,1,0.989872068230277,10,1,1
AGAP004739,2,AGAP004739__SITE02;AGAP004739__SITE04,2,28,1,1,1,0.989872068230277,10,1,2
AGAP004739,2,AGAP004739__SITE01;AGAP004739__SITE04,2,38,1,1,1,0.989872068230277,10,1,3
AGAP004739,2,AGAP004739__SITE04;AGAP004739__SITE05,2,164,1,1,1,0.995735607675906,10,1,4
AGAP004739,2,AGAP004739__SITE03;AGAP004739__SITE05,2,168,1,1,1,0.994136460554371,10,1,5
AGAP004739,2,AGAP004739__SITE02;AGAP004739__SITE05,2,169,1,1,1,0.994136460554371,10,1,6
AGAP004739,2,AGAP004739__SITE01;AGAP004739__SITE05,2,179,1,1,1,0.994136460554371,10,1,7
AGAP004739,2,AGAP004739__SITE02;AGAP004739__SITE03,2,24,0.994136460554371,0.959401709401709,0.9,0.994136460554371,10,0.974302389153135,8
AGAP004739,2,AGAP004739__SITE01;AGAP004739__SITE02,2,33,0.994136460554371,0.959401709401709,0.9,0.994136460554371,10,0.974302389153135,9
AGAP004739,2,AGAP004739__SITE01;AGAP004739__SITE03,2,34,0.994136460554371,0.959401709401709,0.9,0.994136460554371,10,0.974302389153135,10
AGAP004739,3,AGAP004739__SITE02;AGAP004739__SITE03;AGAP004739__SITE04,3,28,1,1,1,0.989872068230277,10,1,1
AGAP004739,3,AGAP004739__SITE01;AGAP004739__SITE02;AGAP004739__SITE04,3,38,1,1,1,0.989872068230277,10,1,2
AGAP004739,3,AGAP004739__SITE01;AGAP004739__SITE03;AGAP004739__SITE04,3,38,1,1,1,0.989872068230277,10,1,3
AGAP004739,3,AGAP004739__SITE03;AGAP004739__SITE04;AGAP004739__SITE05,3,168,1,1,1,0.989872068230277,10,1,4
AGAP004739,3,AGAP004739__SITE02;AGAP004739__SITE03;AGAP004739__SITE05,3,169,1,1,1,0.994136460554371,10,1,5
AGAP004739,3,AGAP004739__SITE02;AGAP004739__SITE04;AGAP004739__SITE05,3,169,1,1,1,0.989872068230277,10,1,6
AGAP004739,3,AGAP004739__SITE01;AGAP004739__SITE02;AGAP004739__SITE05,3,179,1,1,1,0.994136460554371,10,1,7
AGAP004739,3,AGAP004739__SITE01;AGAP004739__SITE03;AGAP004739__SITE05,3,179,1,1,1,0.994136460554371,10,1,8
AGAP004739,3,AGAP004739__SITE01;AGAP004739__SITE04;AGAP004739__SITE05,3,179,1,1,1,0.989872068230277,10,1,9
AGAP004739,3,AGAP004739__SITE01;AGAP004739__SITE02;AGAP004739__SITE03,3,34,0.994136460554371,0.959401709401709,0.9,0.994136460554371,10,0.974302389153135,10
AGAP004825,2,AGAP004825__SITE02;AGAP004825__SITE03,2,77,1,1,1,0.740405117270789,10,1,1
AGAP004825,2,AGAP004825__SITE02;AGAP004825__SITE04,2,93,1,1,1,0.874733475479744,10,1,2
AGAP004825,2,AGAP004825__SITE04;AGAP004825__SITE05,2,201,1,1,1,0.976012793176972,10,1,3
AGAP004825,2,AGAP004825__SITE02;AGAP004825__SITE05,2,271,1,1,1,0.890191897654584,10,1,4
AGAP004825,2,AGAP004825__SITE03;AGAP004825__SITE05,2,217,0.998400852878465,0.986972222222222,1,0.843283582089552,10,0.995132178393746,5
AGAP004825,2,AGAP004825__SITE03;AGAP004825__SITE04,2,39,0.995735607675906,0.987094304960196,1,0.830490405117271,10,0.993569656093602,6
AGAP004825,3,AGAP004825__SITE02;AGAP004825__SITE03;AGAP004825__SITE04,3,93,1,1,1,0.724946695095949,10,1,1
AGAP004825,3,AGAP004825__SITE03;AGAP004825__SITE04;AGAP004825__SITE05,3,217,1,1,1,0.827825159914712,10,1,2
AGAP004825,3,AGAP004825__SITE02;AGAP004825__SITE03;AGAP004825__SITE05,3,271,1,1,1,0.73773987206823,10,1,3
AGAP004825,3,AGAP004825__SITE02;AGAP004825__SITE04;AGAP004825__SITE05,3,271,1,1,1,0.87046908315565,10,1,4
AGAP004852,2,AGAP004852__SITE03;AGAP004852__SITE04,2,33,1,1,1,0.980810234541578,10,1,1
AGAP004852,2,AGAP004852__SITE04;AGAP004852__SITE05,2,107,1,1,1,0.990405117270789,10,1,2
AGAP004852,2,AGAP004852__SITE03;AGAP004852__SITE05,2,117,1,1,1,0.971215351812367,10,1,3
AGAP004852,2,AGAP004852__SITE02;AGAP004852__SITE03,2,188,1,1,1,0.974946695095949,10,1,4
AGAP004852,2,AGAP004852__SITE02;AGAP004852__SITE04,2,198,1,1,1,0.994136460554371,10,1,5
AGAP004852,2,AGAP004852__SITE01;AGAP004852__SITE03,2,202,1,1,1,0.957889125799574,10,1,6
AGAP004852,2,AGAP004852__SITE01;AGAP004852__SITE04,2,212,1,1,1,0.977078891257996,10,1,7
AGAP004852,2,AGAP004852__SITE02;AGAP004852__SITE05,2,282,1,1,1,0.98454157782516,10,1,8
AGAP004852,2,AGAP004852__SITE01;AGAP004852__SITE05,2,296,1,1,1,0.967484008528785,10,1,9
AGAP004852,2,AGAP004852__SITE01;AGAP004852__SITE02,2,37,0.999466950959488,0.998933782267116,1,0.971748400852879,10,0.999360305255827,10
AGAP004852,3,AGAP004852__SITE03;AGAP004852__SITE04;AGAP004852__SITE05,3,117,1,1,1,0.971215351812367,10,1,1
AGAP004852,3,AGAP004852__SITE02;AGAP004852__SITE03;AGAP004852__SITE04,3,198,1,1,1,0.974946695095949,10,1,2
AGAP004852,3,AGAP004852__SITE01;AGAP004852__SITE02;AGAP004852__SITE03,3,202,1,1,1,0.952558635394456,10,1,3
AGAP004852,3,AGAP004852__SITE01;AGAP004852__SITE02;AGAP004852__SITE04,3,212,1,1,1,0.971748400852879,10,1,4
AGAP004852,3,AGAP004852__SITE01;AGAP004852__SITE03;AGAP004852__SITE04,3,212,1,1,1,0.957889125799574,10,1,5
AGAP004852,3,AGAP004852__SITE02;AGAP004852__SITE03;AGAP004852__SITE05,3,282,1,1,1,0.965351812366738,10,1,6
AGAP004852,3,AGAP004852__SITE02;AGAP004852__SITE04;AGAP004852__SITE05,3,282,1,1,1,0.98454157782516,10,1,7
AGAP004852,3,AGAP004852__SITE01;AGAP004852__SITE02;AGAP004852__SITE05,3,296,1,1,1,0.962153518123667,10,1,8
AGAP004852,3,AGAP004852__SITE01;AGAP004852__SITE03;AGAP004852__SITE05,3,296,1,1,1,0.948294243070363,10,1,9
AGAP004852,3,AGAP004852__SITE01;AGAP004852__SITE04;AGAP004852__SITE05,3,296,1,1,1,0.967484008528785,10,1,10
AGAP004957,2,AGAP004957__SITE03;AGAP004957__SITE04,2,50,1,1,1,0.966950959488273,10,1,1
AGAP004957,2,AGAP004957__SITE02;AGAP004957__SITE04,2,51,1,1,1,0.966950959488273,10,1,2
AGAP004957,2,AGAP004957__SITE04;AGAP004957__SITE05,2,51,1,1,1,0.968550106609808,10,1,3
AGAP004957,2,AGAP004957__SITE03;AGAP004957__SITE05,2,78,1,1,1,0.990938166311301,10,1,4
AGAP004957,2,AGAP004957__SITE02;AGAP004957__SITE05,2,79,1,1,1,0.990938166311301,10,1,5
AGAP004957,2,AGAP004957__SITE01;AGAP004957__SITE02,2,193,0.999466950959488,0.995777777777778,1,0.677505330490405,10,0.998413503909026,6
AGAP004957,2,AGAP004957__SITE01;AGAP004957__SITE03,2,194,0.999466950959488,0.995777777777778,1,0.677505330490405,10,0.998413503909026,7
AGAP004957,2,AGAP004957__SITE01;AGAP004957__SITE04,2,221,0.999466950959488,0.994242424242424,1,0.655117270788913,10,0.99795289784842,8
AGAP004957,2,AGAP004957__SITE01;AGAP004957__SITE05,2,249,0.998933901918977,0.991555555555555,1,0.679637526652452,10,0.996827007818053,9
AGAP004957,2,AGAP004957__SITE02;AGAP004957__SITE03,2,24,0.994669509594883,0.964666666666667,1,0.994669509594883,10,0.98620170575693,10
AGAP004957,3,AGAP004957__SITE02;AGAP004957__SITE03;AGAP004957__SITE04,3,51,1,1,1,0.966950959488273,10,1,1
AGAP004957,3,AGAP004957__SITE03;AGAP004957__SITE04;AGAP004957__SITE05,3,78,1,1,1,0.963219616204691,10,1,2
AGAP004957,3,AGAP004957__SITE02;AGAP004957__SITE03;AGAP004957__SITE05,3,79,1,1,1,0.990938166311301,10,1,3
AGAP004957,3,AGAP004957__SITE02;AGAP004957__SITE04;AGAP004957__SITE05,3,79,1,1,1,0.963219616204691,10,1,4
AGAP004957,3,AGAP004957__SITE01;AGAP004957__SITE02;AGAP004957__SITE04,3,221,1,1,1,0.650319829424307,10,1,5
AGAP004957,3,AGAP004957__SITE01;AGAP004957__SITE03;AGAP004957__SITE04,3,221,1,1,1,0.650319829424307,10,1,6
AGAP004957,3,AGAP004957__SITE01;AGAP004957__SITE02;AGAP004957__SITE05,3,249,1,1,1,0.674840085287847,10,1,7
AGAP004957,3,AGAP004957__SITE01;AGAP004957__SITE03;AGAP004957__SITE05,3,249,1,1,1,0.674840085287847,10,1,8
AGAP004957,3,AGAP004957__SITE01;AGAP004957__SITE04;AGAP004957__SITE05,3,249,1,1,1,0.652452025586354,10,1,9
AGAP004957,3,AGAP004957__SITE01;AGAP004957__SITE02;AGAP004957__SITE03,3,194,0.999466950959488,0.995777777777778,1,0.677505330490405,10,0.998413503909026,10
AGAP005062,2,AGAP005062__SITE04;AGAP005062__SITE05,2,44,1,1,1,0.979211087420043,10,1,1
AGAP005062,2,AGAP005062__SITE03;AGAP005062__SITE05,2,45,1,1,1,0.979211087420043,10,1,2
AGAP005062,2,AGAP005062__SITE02;AGAP005062__SITE03,2,47,1,1,1,0.987206823027719,10,1,3
AGAP005062,2,AGAP005062__SITE02;AGAP005062__SITE04,2,48,1,1,1,0.987206823027719,10,1,4
AGAP005062,2,AGAP005062__SITE02;AGAP005062__SITE05,2,69,1,1,1,0.974946695095949,10,1,5
AGAP005062,2,AGAP005062__SITE01;AGAP005062__SITE02,2,245,1,1,1,0.991471215351812,10,1,6
AGAP005062,2,AGAP005062__SITE01;AGAP005062__SITE03,2,269,1,1,1,0.995735607675906,10,1,7
AGAP005062,2,AGAP005062__SITE01;AGAP005062__SITE04,2,270,1,1,1,0.995735607675906,10,1,8
AGAP005062,2,AGAP005062__SITE01;AGAP005062__SITE05,2,291,1,1,1,0.983475479744136,10,1,9
AGAP005062,2,AGAP005062__SITE03;AGAP005062__SITE04,2,24,0.995735607675906,0.988996913580247,1,0.995735607675906,10,0.994140438679618,10
AGAP005062,3,AGAP005062__SITE03;AGAP005062__SITE04;AGAP005062__SITE05,3,45,1,1,1,0.979211087420043,10,1,1
AGAP005062,3,AGAP005062__SITE02;AGAP005062__SITE03;AGAP005062__SITE04,3,48,1,1,1,0.987206823027719,10,1,2
AGAP005062,3,AGAP005062__SITE02;AGAP005062__SITE03;AGAP005062__SITE05,3,69,1,1,1,0.970682302771855,10,1,3
AGAP005062,3,AGAP005062__SITE02;AGAP005062__SITE04;AGAP005062__SITE05,3,69,1,1,1,0.970682302771855,10,1,4
AGAP005062,3,AGAP005062__SITE01;AGAP005062__SITE02;AGAP005062__SITE03,3,269,1,1,1,0.987206823027719,10,1,5
AGAP005062,3,AGAP005062__SITE01;AGAP005062__SITE02;AGAP005062__SITE04,3,270,1,1,1,0.987206823027719,10,1,6
AGAP005062,3,AGAP005062__SITE01;AGAP005062__SITE03;AGAP005062__SITE04,3,270,1,1,1,0.995735607675906,10,1,7
AGAP005062,3,AGAP005062__SITE01;AGAP005062__SITE02;AGAP005062__SITE05,3,291,1,1,1,0.974946695095949,10,1,8
AGAP005062,3,AGAP005062__SITE01;AGAP005062__SITE03;AGAP005062__SITE05,3,291,1,1,1,0.979211087420043,10,1,9
AGAP005062,3,AGAP005062__SITE01;AGAP005062__SITE04;AGAP005062__SITE05,3,291,1,1,1,0.979211087420043,10,1,10
AGAP005127,2,AGAP005127__SITE02;AGAP005127__SITE03,2,65,1,1,1,0.98773987206823,10,1,1
AGAP005127,2,AGAP005127__SITE01;AGAP005127__SITE02,2,96,1,1,1,0.96908315565032,10,1,2
AGAP005127,2,AGAP005127__SITE01;AGAP005127__SITE03,2,138,1,1,1,0.966417910447761,10,1,3
AGAP005127,2,AGAP005127__SITE03;AGAP005127__SITE04,2,206,1,1,1,0.973880597014925,10,1,4
